Location,Case Number,Case Name,Court,Judicial Officer,Date Filed,Case Type,Case Status,Plaintiff,Petitioner,Defendent,Serve Date,Compensation,Pro Se Filer,Mean
0342-01.html,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.381499707698822, 0.0, 0.0)","(0.39908239245414734, 0.0, 0.0)","(0.8282149434089661, 0.4662638306617737, 0.5966365337371826)","(0.0, 0.0, 0.0)","['avg', 0.123753622174263, 0.035866446793079376, 0.04589511826634407]"
0353-01.html,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.4682062268257141, 0.0, 0.0)","(0.67735755443573, 0.5565049052238464, 0.6110126972198486)","(0.0, 0.0, 0.0)","['avg', 0.08812029659748077, 0.04280807077884674, 0.04700097814202309]"
0355-01.html,"(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(0.7693561315536499, 0.7693561315536499, 0.7693561315536499)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(0.7489058375358582, 0.3315221965312958, 0.45959359407424927)","(0.7665165066719055, 0.1879792958498001, 0.3019169569015503)","(0.3990824818611145, 0.6714688539505005, 0.5006232261657715)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","['avg', 0.8987587690353394, 0.843102216720581, 0.8485763072967529]"
0358-01.html,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.5151407122612, 0.0, 0.0)","(0.4044516086578369, 0.0, 0.0)","(0.22830042243003845, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","['avg', 0.08829943835735321, 0.0, 0.0]"
0368-01.html,"(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(0.705708384513855, 0.705708384513855, 0.705708384513855)","(0.9304754734039307, 0.9304754734039307, 0.9304754734039307)","(0.3446376919746399, 0.2961460053920746, 0.3185570538043976)","(0.7863664627075195, 0.30662670731544495, 0.4412122070789337)","(0.5046395063400269, 0.1547464281320572, 0.2368602603673935)","(0.5042862296104431, 0.6967368721961975, 0.5850924849510193)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(0.4308585524559021, 0.7514608502388, 0.547691822052002)","['avg', 0.7851517796516418, 0.7570693492889404, 0.7511998414993286]"
0374-01.html,"(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(0.6648229956626892, 0.4523054361343384, 0.5383500456809998)","(0.43374907970428467, 0.1962568163871765, 0.2702394127845764)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","['avg', 0.9306597113609314, 0.8960435390472412, 0.9083532691001892]"
0376-01.html,"(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(0.4961473345756531, 0.7164485454559326, 0.5862860679626465)","(0.5902705788612366, 0.6299167275428772, 0.609449565410614)","(0.5247127413749695, 0.5670515894889832, 0.5450612306594849)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","['avg', 0.8931642174720764, 0.9164170026779175, 0.9031384587287903]"
0380-01.html,"(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(0.32652342319488525, 0.25248515605926514, 0.2847706377506256)","(0.6879553198814392, 0.5461158752441406, 0.608884334564209)","(0.1952744424343109, 0.2586929500102997, 0.22255396842956543)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","['avg', 0.862288773059845, 0.8505611419677734, 0.8550930619239807]"
0383-01.html,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.7398654222488403, 0.7289832234382629, 0.7343840003013611)","(0.0, 0.0, 0.0)","['avg', 0.05691272392868996, 0.05607563257217407, 0.056491076946258545]"
0391-01.html,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.4961472749710083, 0.0, 0.0)","(0.6028315424919128, 0.5029151439666748, 0.5483590364456177)","(0.658083438873291, 0.5917502641677856, 0.6231565475463867)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","['avg', 0.13515862822532654, 0.0842050313949585, 0.09011658281087875]"
0395-01.html,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.425148069858551, 0.0, 0.0)","(0.7317278981208801, 0.6294757127761841, 0.6767612099647522)","(0.0, 0.0, 0.0)","['avg', 0.0889904573559761, 0.04842120781540871, 0.05205855518579483]"
0397-01.html,"(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(0.4249211251735687, 0.26099154353141785, 0.323367178440094)","(0.6881519556045532, 0.5519751310348511, 0.6125868558883667)","(0.19628378748893738, 0.2586929202079773, 0.22320802509784698)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","['avg', 0.8699506521224976, 0.8516662120819092, 0.8583971858024597]"
0443-01.html,"(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(0.41702011227607727, 0.2548859119415283, 0.31639114022254944)","(0.4872691333293915, 0.22254648804664612, 0.3055442273616791)","(0.5835504531860352, 0.5004568099975586, 0.538818895816803)","(0.3990824818611145, 0.6714688539505005, 0.5006232261657715)","(0.7693561315536499, 0.7693561315536499, 0.7693561315536499)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","['avg', 0.8197138905525208, 0.8014397025108337, 0.8023642897605896]"
0444-01.html,"(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(0.6802018880844116, 0.5093060731887817, 0.5824777483940125)","(0.833066463470459, 0.5663566589355469, 0.6742960214614868)","(0.6320136785507202, 0.5391527414321899, 0.5819017887115479)","(0.39908239245414734, 0.6714687347412109, 0.5006231069564819)","(0.7693561315536499, 0.7693561315536499, 0.7693561315536499)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","['avg', 0.8702862858772278, 0.8504339456558228, 0.8545119762420654]"
0449-01.html,"(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(0.7859832048416138, 0.4087410867214203, 0.5378038287162781)","(0.558810293674469, 0.21353688836097717, 0.30899733304977417)","(0.5748510360717773, 0.48083260655403137, 0.5236552357673645)","(0.39908239245414734, 0.6714687347412109, 0.5006231069564819)","(0.7693561315536499, 0.7693561315536499, 0.7693561315536499)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","['avg', 0.8529296517372131, 0.8110719919204712, 0.8184950947761536]"
0452-01.html,"(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(0.3834042251110077, 0.26045170426368713, 0.31018829345703125)","(0.5925068855285645, 0.3163386881351471, 0.41246360540390015)","(0.5294015407562256, 0.44822171330451965, 0.4854411482810974)","(0.3990824818611145, 0.6714688539505005, 0.5006232261657715)","(0.7693561315536499, 0.7693561315536499, 0.7693561315536499)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","['avg', 0.821057915687561, 0.8050645589828491, 0.8060057759284973]"
0462-01.html,"(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(0.7769674062728882, 0.7769674062728882, 0.7769674062728882)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(0.2200881391763687, 0.1377030462026596, 0.1694105863571167)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","['avg', 0.9228506088256836, 0.9165133237838745, 0.9189522862434387]"
0474-01.html,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.46820637583732605, 0.0, 0.0)","(0.5324368476867676, 0.5071793794631958, 0.519501268863678)","(0.6696409583091736, 0.6023893356323242, 0.6342373490333557)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","['avg', 0.12848339974880219, 0.08535143733024597, 0.08874912559986115]"
0479-01.html,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.26573067903518677, 0.0)","(0.0, 0.24005639553070068, 0.0)","(0.5632514953613281, 0.49400919675827026, 0.5263628959655762)","(0.3990824818611145, 0.0, 0.0)","(0.7693561315536499, 0.0, 0.0)","(0.0, 0.0, 0.0)","['avg', 0.13320693373680115, 0.07690740376710892, 0.040489453822374344]"
0489-01.html,"(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)","(0.48924869298934937, 0.22342410683631897, 0.3067605197429657)","(1.0, 1.0, 1.0)","['avg', 0.9607114195823669, 0.9402633905410767, 0.9466739296913147]"
0497-01.html,"(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(0.7769675254821777, 0.7769675254821777, 0.7769675254821777)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(0.7672324180603027, 0.3582729399204254, 0.4884536862373352)","(0.6784420609474182, 0.5435401201248169, 0.6035447120666504)","(0.13345180451869965, 0.2589123547077179, 0.1761237382888794)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","['avg', 0.8735459446907043, 0.8413612842559814, 0.8496224880218506]"
0501-01.html,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.46820634603500366, 0.0, 0.0)","(0.6740496754646301, 0.6326690316200256, 0.652704119682312)","(0.0, 0.0, 0.0)","['avg', 0.08786584436893463, 0.04866684973239899, 0.05020800977945328]"
0505-01.html,"(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(0.7975770831108093, 0.39797550439834595, 0.5309948325157166)","(0.5789974927902222, 0.28263697028160095, 0.3798503875732422)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","['avg', 0.9520444869995117, 0.8985089659690857, 0.916219174861908]"
0518-01.html,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.46820637583732605, 0.0, 0.0)","(0.1952744722366333, 0.0, 0.0)","(0.19962380826473236, 0.0, 0.0)","(0.0, 0.32176393270492554, 0.0)","(0.0, 0.0, 0.0)","['avg', 0.06639266759157181, 0.024751070886850357, 0.0]"
0523-01.html,"(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(0.7769678235054016, 0.7769678235054016, 0.7769678235054016)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(0.5560430288314819, 0.5418386459350586, 0.5488489270210266)","(0.7146826386451721, 0.526624321937561, 0.6064079999923706)","(0.7693561315536499, 0.7693561315536499, 0.7693561315536499)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","['avg', 0.9090039134025574, 0.8934452533721924, 0.9001216888427734]"
0526-01.html,"(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(0.33843761682510376, 0.24941353499889374, 0.2871846556663513)","(0.30495020747184753, 0.17544476687908173, 0.22274138033390045)","(0.426830917596817, 0.1465313881635666, 0.21816617250442505)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(0.7769674062728882, 0.7769674062728882, 0.7769674062728882)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","['avg', 0.8343991041183472, 0.7960275411605835, 0.8080815672874451]"
0537-01.html,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.46820634603500366, 0.0, 0.0)","(0.19527435302734375, 0.0, 0.0)","(0.19962376356124878, 0.0, 0.0)","(0.0, 0.19568075239658356, 0.0)","(0.0, 0.0, 0.0)","['avg', 0.06639265269041061, 0.015052365139126778, 0.0]"
0542-01.html,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.381499707698822, 0.0, 0.0)","(0.39908239245414734, 0.0, 0.0)","(0.7660660147666931, 0.4153327941894531, 0.5386366248130798)","(0.0, 0.0, 0.0)","['avg', 0.11897292733192444, 0.03194867819547653, 0.04143358767032623]"
0551-01.html,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.46820634603500366, 0.0, 0.0)","(0.19628368318080902, 0.0, 0.0)","(0.19962376356124878, 0.0, 0.0)","(0.0, 0.1692737340927124, 0.0)","(0.0, 0.0, 0.0)","['avg', 0.06647029519081116, 0.013021056540310383, 0.0]"
avg,"[0.6553970277309418, 0.6553970277309418, 0.6553970277309418]","[0.654320377856493, 0.654320377856493, 0.654320377856493]","[0.653957067678372, 0.653957067678372, 0.653957067678372]","[0.6448131271948417, 0.625429107186695, 0.6263305066774288]","[0.6291247320671877, 0.6132466529185573, 0.6186963186288873]","[0.6187215149402618, 0.6105579442034165, 0.6116017607661585]","[0.5889444729934136, 0.5603072354570031, 0.5654681129381061]","[0.5001129487839838, 0.4274791250936687, 0.44140016722182435]","[0.5339282103814185, 0.44237153930589557, 0.4489674523162345]","[0.46141838903228444, 0.3593517556243266, 0.36680510244332254]","[0.5227920768472055, 0.451993475202471, 0.4209138513542712]","[0.5528181324092051, 0.5411175899207592, 0.5177083640980223]","[0.6514252629131079, 0.6490046897282203, 0.6468820956846079]","[0.589828718525286, 0.5572718144543708, 0.5560344773380516]"
