Location,Case Number,Case Name,Court,Judicial Officer,Date Filed,Case Type,Case Status,Plaintiff,Petitioner,Defendent,Serve Date,Compensation,Pro Se Filer,Mean
0001-01.html,"(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(0.7693561315536499, 0.7693561315536499, 0.7693561315536499)","(0.31463244557380676, 0.21716716885566711, 0.25696834921836853)","(0.6048328876495361, 0.28231996297836304, 0.38495373725891113)","(0.5893555283546448, 0.2612850069999695, 0.36205601692199707)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(0.3990824818611145, 0.6714688539505005, 0.5006232261657715)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","['avg', 0.821327805519104, 0.7847384810447693, 0.7903046011924744]"
0005-01.html,"(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(0.5966777205467224, 0.4835623502731323, 0.5341977477073669)","(0.5902023315429688, 0.3248535096645355, 0.4190548360347748)","(0.3146321773529053, 0.21716707944869995, 0.256968230009079)","(0.6048329472541809, 0.2816951870918274, 0.3843725323677063)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(0.5125901699066162, 0.5692991018295288, 0.5394583940505981)","(0.3990824818611145, 0.6714688539505005, 0.5006232261657715)","(0.7693561315536499, 0.7693561315536499, 0.7693561315536499)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","['avg', 0.752875030040741, 0.7167233824729919, 0.7233871221542358]"
0006-01.html,"(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(0.6264839768409729, 0.6264839768409729, 0.6264839768409729)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(0.6956984400749207, 0.287011057138443, 0.40637266635894775)","(0.4582778811454773, 0.2200503945350647, 0.29733163118362427)","(0.6500277519226074, 0.2290264070034027, 0.3387129604816437)","(0.7573291063308716, 0.30084776878356934, 0.4306288957595825)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","['avg', 0.8606014251708984, 0.7433400750160217, 0.7768869996070862]"
0007-01.html,"(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(0.33887603878974915, 0.2506183981895447, 0.28814035654067993)","(0.22826777398586273, 0.14735378324985504, 0.1790957897901535)","(0.23877376317977905, 0.16340619325637817, 0.1940281242132187)","(0.381499707698822, 0.8005141615867615, 0.5167382955551147)","(0.534216046333313, 0.534216046333313, 0.534216046333313)","(0.7693561315536499, 0.7693561315536499, 0.7693561315536499)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","['avg', 0.7300761938095093, 0.7434973120689392, 0.7293519377708435]"
0013-01.html,"(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(0.7898931503295898, 0.45970726013183594, 0.5811771750450134)","(0.8040845394134521, 0.4448680579662323, 0.572818398475647)","(0.6238452792167664, 0.23843346536159515, 0.3450058102607727)","(0.6110166311264038, 0.5102589130401611, 0.556110680103302)","(0.21988290548324585, 0.36873289942741394, 0.2754872143268585)","(0.1596703827381134, 0.27082905173301697, 0.2008986473083496)","(0.6355602741241455, 0.3224959373474121, 0.4278780519962311)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","['avg', 0.7572273015975952, 0.6627175211906433, 0.6891829371452332]"
0015-01.html,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)","(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)","(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)","(0.6034693717956543, 0.37923410534858704, 0.4657685160636902)","(0.5252057313919067, 0.1966032087802887, 0.28610655665397644)","(0.2485135793685913, 0.18090352416038513, 0.20938608050346375)","(0.3395349085330963, 0.21893183887004852, 0.26621103286743164)","(0.37811630964279175, 0.555084764957428, 0.44982072710990906)","(0.667319655418396, 0.6570672392845154, 0.6621537804603577)","(0.15997391939163208, 0.27082911133766174, 0.20113876461982727)","(0.6738262176513672, 0.4493756592273712, 0.5391748547554016)","(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)","(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)","['avg', 0.6612276434898376, 0.6083098649978638, 0.6215200424194336]"
0017-01.html,"(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(0.8147438764572144, 0.8147438764572144, 0.8147438764572144)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(0.5930492281913757, 0.34927546977996826, 0.4396309554576874)","(0.33336758613586426, 0.2115010917186737, 0.25880587100982666)","(0.736631453037262, 0.15011999011039734, 0.24941173195838928)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","['avg', 0.8829071521759033, 0.809664785861969, 0.8278917670249939]"
0019-01.html,"(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(0.8110705614089966, 0.39128491282463074, 0.5278965830802917)","(0.6288334131240845, 0.31836313009262085, 0.42271557450294495)","(0.5359097719192505, 0.48648062348365784, 0.5100003480911255)","(0.39908239245414734, 0.6714687347412109, 0.5006231069564819)","(0.7693561315536499, 0.7693561315536499, 0.7693561315536499)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","['avg', 0.8572502136230469, 0.8182273507118225, 0.8254302144050598]"
0023-01.html,"(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(0.6815382838249207, 0.32542285323143005, 0.4405098259449005)","(0.40003207325935364, 0.2631824314594269, 0.31748828291893005)","(0.358765572309494, 0.1403323858976364, 0.20174969732761383)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(0.4682062864303589, 0.7530234456062317, 0.5774021148681641)","(0.4029492139816284, 0.42301374673843384, 0.41273778676986694)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","['avg', 0.79319167137146, 0.761921226978302, 0.765376091003418]"
0026-01.html,"(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(0.779866099357605, 0.779866099357605, 0.779866099357605)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(0.38384291529655457, 0.20507735013961792, 0.2673281729221344)","(0.620233416557312, 0.2147928774356842, 0.31908389925956726)","(0.6528385281562805, 0.16459940373897552, 0.26291128993034363)","(0.6905924081802368, 0.20461644232273102, 0.315695196390152)","(0.4682062864303589, 0.7530234456062317, 0.5774021148681641)","(0.19696936011314392, 0.2586929202079773, 0.22365063428878784)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","['avg', 0.7532730102539062, 0.6600514650344849, 0.6727645397186279]"
0029-01.html,"(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(0.2466752678155899, 0.18403711915016174, 0.21080146729946136)","(0.5528737306594849, 0.4916529655456543, 0.5204692482948303)","(0.546320378780365, 0.5630793571472168, 0.5545732378959656)","(0.2094738483428955, 0.6164926290512085, 0.3126981258392334)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","['avg', 0.8119497895240784, 0.8350203633308411, 0.8152726888656616]"
0036-01.html,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.20511522889137268, 0.0)","(0.0, 0.21171222627162933, 0.0)","(0.0, 0.18380434811115265, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","['avg', 0.0, 0.04620244726538658, 0.0]"
0038-01.html,"(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(0.8329555988311768, 0.5186755061149597, 0.639277458190918)","(0.27588629722595215, 0.11242471635341644, 0.15975049138069153)","(0.43602460622787476, 0.26658886671066284, 0.3308769762516022)","(0.35550665855407715, 0.1975935399532318, 0.2540075480937958)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(0.381499707698822, 0.8005141615867615, 0.5167382955551147)","(0.3551953136920929, 0.6714687347412109, 0.4646165370941162)","(0.5148338675498962, 0.4791940450668335, 0.49637505412101746)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","['avg', 0.703992486000061, 0.6958815455436707, 0.6816648244857788]"
0041-01.html,"(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(0.8599393367767334, 0.8599393367767334, 0.8599392771720886)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(0.536810040473938, 0.5053225755691528, 0.520590603351593)","(0.5135623216629028, 0.48555052280426025, 0.49916374683380127)","(0.7693561315536499, 0.7693561315536499, 0.7693561315536499)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","['avg', 0.8984361886978149, 0.8938592672348022, 0.8960809111595154]"
0048-01.html,"(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(0.8482261300086975, 0.8482261300086975, 0.8482261300086975)","(0.818397045135498, 0.818397045135498, 0.8183969855308533)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(0.7693561315536499, 0.7693561315536499, 0.7693561315536499)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(0.4986470937728882, 0.20543774962425232, 0.29099032282829285)","(0.4846157431602478, 0.42163610458374023, 0.45093753933906555)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","['avg', 0.8784033060073853, 0.8510041832923889, 0.8598390817642212]"
0051-01.html,"(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(0.833478569984436, 0.3953668475151062, 0.5363242626190186)","(0.5024521946907043, 0.33661216497421265, 0.40314313769340515)","(0.4863274097442627, 0.25330668687820435, 0.33311063051223755)","(0.42458823323249817, 0.18610472977161407, 0.2587810158729553)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(0.6374884247779846, 0.2266557365655899, 0.33441275358200073)","(0.425148069858551, 0.7530232667922974, 0.5434631705284119)","(0.1952744871377945, 0.25869300961494446, 0.22255399823188782)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","['avg', 0.7311353087425232, 0.6469048857688904, 0.6639838814735413]"
0053-01.html,"(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(0.2568044364452362, 0.16112886369228363, 0.19801536202430725)","(0.6041167378425598, 0.15102918446063995, 0.24164670705795288)","(0.37110549211502075, 0.18802325427532196, 0.2495899498462677)","(0.4682062268257141, 0.7530232667922974, 0.5774019956588745)","(0.1952744871377945, 0.25869300961494446, 0.22255399823188782)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","['avg', 0.7611929774284363, 0.7316845655441284, 0.7299391627311707]"
0056-01.html,"(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(0.7184197902679443, 0.7184197902679443, 0.7184197902679443)","(0.27040672302246094, 0.22211991250514984, 0.24389632046222687)","(0.3727055788040161, 0.22589921951293945, 0.28130045533180237)","(0.22132723033428192, 0.12474820017814636, 0.15956160426139832)","(0.5125972032546997, 0.1523139476776123, 0.23484553396701813)","(0.381499707698822, 0.8005141615867615, 0.5167382955551147)","(0.39908239245414734, 0.6714687347412109, 0.5006231069564819)","(0.7693561315536499, 0.7693561315536499, 0.7693561315536499)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","['avg', 0.6650304198265076, 0.6680647134780884, 0.6480570435523987]"
0060-01.html,"(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(0.8599389791488647, 0.8599389791488647, 0.8599389791488647)","(0.7492204904556274, 0.7492204904556274, 0.7492204904556274)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(0.5151405334472656, 0.7415123581886292, 0.6079373359680176)","(0.5645411610603333, 0.6044820547103882, 0.5838292837142944)","(0.6686966419219971, 0.6735971570014954, 0.6711379885673523)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","['avg', 0.8736569285392761, 0.8945195078849792, 0.8824666738510132]"
0070-01.html,"(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(0.6815382838249207, 0.32542285323143005, 0.4405098259449005)","(0.7194617986679077, 0.38979166746139526, 0.5056377649307251)","(0.7141383290290833, 0.23055556416511536, 0.3485754728317261)","(0.4682062864303589, 0.7530234456062317, 0.5774021148681641)","(0.1952744424343109, 0.2586929202079773, 0.22255396842956543)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","['avg', 0.8291245698928833, 0.7659605741500854, 0.7765138149261475]"
0077-01.html,"(0.9181020855903625, 0.9181020855903625, 0.9181020855903625)","(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)","(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)","(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)","(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)","(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)","(0.7693561911582947, 0.7693561911582947, 0.7693561911582947)","(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)","(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)","(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)","(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)","(0.3990825414657593, 0.6714687943458557, 0.5006232857704163)","(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)","['avg', 0.9297338724136353, 0.9506866931915283, 0.9375447630882263]"
0080-01.html,"(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(0.7331697344779968, 0.36621659994125366, 0.48845237493515015)","(0.6396234035491943, 0.4971437156200409, 0.5594545006752014)","(0.13433042168617249, 0.25891250371932983, 0.17688722908496857)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","['avg', 0.8851635456085205, 0.8555596470832825, 0.8634458780288696]"
0084-01.html,"(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(0.5890926122665405, 0.5338504910469055, 0.560112714767456)","(0.6820904016494751, 0.6400153040885925, 0.6603833436965942)","(0.6589123606681824, 0.5665756464004517, 0.6092653870582581)","(0.673728346824646, 0.673728346824646, 0.673728346824646)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","(1.0000003576278687, 1.0000003576278687, 1.0000003576278687)","['avg', 0.8926020860671997, 0.8780133128166199, 0.8848839998245239]"
0086-01.html,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.46820637583732605, 0.0, 0.0)","(0.6538748145103455, 0.6279444694519043, 0.6406473517417908)","(0.0, 0.0, 0.0)","['avg', 0.08631393313407898, 0.04830342158675194, 0.0492805652320385]"
0090-01.html,"(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(0.7693561315536499, 0.7693561315536499, 0.7693561315536499)","(0.789893388748169, 0.4597073197364807, 0.5811773538589478)","(0.8425706624984741, 0.4570772051811218, 0.5926526188850403)","(0.39131075143814087, 0.22263005375862122, 0.2837978005409241)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(0.3990824818611145, 0.6714688539505005, 0.5006232261657715)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","['avg', 0.8609396815299988, 0.8138647675514221, 0.8252007365226746]"
0093-01.html,"(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(0.7828438878059387, 0.7828438878059387, 0.782843828201294)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(0.6075462698936462, 0.6785742044448853, 0.6410989761352539)","(0.6396094560623169, 0.5341907739639282, 0.582166314125061)","(0.7693561315536499, 0.7693561315536499, 0.7693561315536499)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","['avg', 0.9076427817344666, 0.9049972891807556, 0.9058051705360413]"
0099-01.html,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)","(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)","(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)","(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)","(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)","(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)","(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)","(0.3099873960018158, 0.2337539941072464, 0.2665266692638397)","(0.5074809193611145, 0.4801296591758728, 0.49342653155326843)","(0.660589337348938, 0.5413250923156738, 0.5950400233268738)","(0.3635742664337158, 0.6451471447944641, 0.46506181359291077)","(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)","(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)","['avg', 0.8339716196060181, 0.8384889364242554, 0.8323118686676025]"
0103-01.html,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.28606098890304565, 0.0)","(0.0, 0.25483042001724243, 0.0)","(0.0, 0.2595410645008087, 0.0)","(0.0, 0.32011014223098755, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","['avg', 0.0, 0.08619558811187744, 0.0]"
0105-01.html,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)","(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)","(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)","(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)","(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)","(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)","(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)","(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)","(0.4961472749710083, 0.7164486646652222, 0.5862860679626465)","(0.5767323970794678, 0.5989973545074463, 0.5876540541648865)","(0.6164739727973938, 0.5711632966995239, 0.5929542779922485)","(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)","(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)","['avg', 0.8991810083389282, 0.9143545627593994, 0.9051456451416016]"
0109-01.html,"(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(0.776967465877533, 0.776967465877533, 0.776967465877533)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","(0.4682062566280365, 0.7530233860015869, 0.5774020552635193)","(0.8251445293426514, 0.772784948348999, 0.798106849193573)","(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)","['avg', 0.9284861087799072, 0.9463675022125244, 0.9348059296607971]"
0111-01.html,"(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(0.8183967471122742, 0.8183967471122742, 0.8183967471122742)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","(0.6736270189285278, 0.6972177624702454, 0.6852193474769592)","(1.000000238418579, 1.000000238418579, 1.000000238418579)","['avg', 0.9609251618385315, 0.9627398252487183, 0.9618168473243713]"
0119-01.html,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.7693561911582947, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.29653283953666687, 0.0, 0.0)","(0.3814997673034668, 0.0, 0.0)","(0.3990825414657593, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","['avg', 0.14203625917434692, 0.0, 0.0]"
0120-01.html,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.37811627984046936, 0.0, 0.0)","(0.2203303426504135, 0.0, 0.0)","(0.1608891785144806, 0.0, 0.0)","(0.673728346824646, 0.0, 0.0)","(0.0, 0.26451438665390015, 0.0)","(0.0, 0.0, 0.0)","['avg', 0.11023569852113724, 0.02034725993871689, 0.0]"
0122-01.html,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.4682062268257141, 0.0, 0.0)","(0.6707527041435242, 0.4125053882598877, 0.5108461380004883)","(0.0, 0.0, 0.0)","['avg', 0.08761222660541534, 0.03173118457198143, 0.03929585590958595]"
