Case Name,Location,JSON
Hall v. Ault,"https://scholar.google.com/scholar_case?case=8231647033655737515&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 3, 'title': 'Hall v. Ault', 'result_id': 'q7xyLV2vPHIJ', 'link': 'https://scholar.google.com/scholar_case?case=8231647033655737515&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… 32899. Supreme Court of Georgia … Real Estate Commission v. Hooks, 139 Ga … This court in construing the ""clearly erroneous"" standard of the Civil Practice Act contained in Code Ann …', 'publication_info': {'summary': '242 SE 2d 101, 240 Ga. 585 - Ga: Supreme Court, 1978 - Google Scholar', 'authors': [{'name': '242 SE 2d 101'}, {'name': '240 Ga. 585'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=q7xyLV2vPHIJ', 'cited_by': {'total': 52, 'link': 'https://scholar.google.com/scholar?cites=8231647033655737515&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '8231647033655737515', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=8231647033655737515&engine=google_scholar&hl=en&num=20'}}}"
Cohen v. Garland,"https://scholar.google.com/scholar_case?case=15980086597491498598&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 4, 'title': 'Cohen v. Garland', 'result_id': 'Zh52IxisxN0J', 'link': 'https://scholar.google.com/scholar_case?case=15980086597491498598&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… Court of Appeals of Georgia … See also Bazemore v. Burnet, 117 Ga … 849, 851 (161 SE2d 924): ""The Civil Practice Act may be applied on appeal in reviewing a judgment of the trial court …', 'publication_info': {'summary': '167 SE 2d 599, 119 Ga. App. 333 - Ga: Court of Appeals, 1969 - Google Scholar', 'authors': [{'name': '167 SE 2d 599'}, {'name': '119 Ga. App. 333'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=Zh52IxisxN0J', 'cited_by': {'total': 27, 'link': 'https://scholar.google.com/scholar?cites=15980086597491498598&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '15980086597491498598', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=15980086597491498598&engine=google_scholar&hl=en&num=20'}}}"
White v. Raines,"https://scholar.google.com/scholar_case?case=1109417893858876610&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 5, 'title': 'White v. Raines', 'result_id': 'wpzrTrJxZQ8J', 'link': 'https://scholar.google.com/scholar_case?case=1109417893858876610&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '771 SE2d 507 (2015). 331 Ga … Court of Appeals of Georgia … at which the petitioner must prove the allegations of the petition by a preponderance of the evidence as in other civil cases …', 'publication_info': {'summary': '771 SE 2d 507, 331 Ga. App. 853 - Ga: Court of Appeals, 2015 - Google Scholar', 'authors': [{'name': '771 SE 2d 507'}, {'name': '331 Ga. App. 853'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=wpzrTrJxZQ8J', 'cited_by': {'total': 11, 'link': 'https://scholar.google.com/scholar?cites=1109417893858876610&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '1109417893858876610', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=1109417893858876610&engine=google_scholar&hl=en&num=20'}, 'versions': {'total': 2, 'link': 'https://scholar.google.com/scholar?cluster=1109417893858876610&hl=en&num=20&as_sdt=4,11', 'cluster_id': '1109417893858876610', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=4%2C11&cluster=1109417893858876610&engine=google_scholar&hl=en&num=20'}}}"
Dorsey v. Dept. of Transportation,"https://scholar.google.com/scholar_case?case=8285304043205613620&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 7, 'title': 'Dorsey v. Dept. of Transportation', 'result_id': 'NNhgPyFQ-3IJ', 'link': 'https://scholar.google.com/scholar_case?case=8285304043205613620&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '248 Ga … This is an appeal by the condemnees from the denial of an injunction against the Georgia Department of Transportation (hereinafter … 81A-181 provides that the Civil Practice Act …', 'publication_info': {'summary': '279 SE 2d 707, 248 Ga. 34 - Ga: Supreme Court, 1981 - Google Scholar', 'authors': [{'name': '279 SE 2d 707'}, {'name': '248 Ga. 34'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=NNhgPyFQ-3IJ', 'cited_by': {'total': 29, 'link': 'https://scholar.google.com/scholar?cites=8285304043205613620&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '8285304043205613620', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=8285304043205613620&engine=google_scholar&hl=en&num=20'}}}"
Wall v. FEDERAL LAND BANK COLUMBIA,"https://scholar.google.com/scholar_case?case=18336152423511080800&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 8, 'title': 'Wall v. FEDERAL LAND BANK COLUMBIA', 'result_id': 'YL_L5noZd_4J', 'link': 'https://scholar.google.com/scholar_case?case=18336152423511080800&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… Supreme Court of Georgia. Argued October 11, 1977 … The judge amended his order nunc pro tunc to comply with the requirements of the Civil Practice Act (Code Ann. § 81A-152(a); Ga …', 'publication_info': {'summary': '240 SE 2d 76, 240 Ga. 236 - Ga: Supreme Court, 1977 - Google Scholar', 'authors': [{'name': '240 SE 2d 76'}, {'name': '240 Ga. 236'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=YL_L5noZd_4J', 'cited_by': {'total': 33, 'link': 'https://scholar.google.com/scholar?cites=18336152423511080800&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '18336152423511080800', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=18336152423511080800&engine=google_scholar&hl=en&num=20'}}}"
Roulain v. Martin,"https://scholar.google.com/scholar_case?case=11472212877417012157&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 9, 'title': 'Roulain v. Martin', 'result_id': 'vVsaYtR8NZ8J', 'link': 'https://scholar.google.com/scholar_case?case=11472212877417012157&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… rules at 839 trial and on appeal...."" OCGA § 9-14-48(d). Under Georgia procedure, the right … Bryant v. State, 197 Ga … Thus, in this civil action, the habeas court, as well as this court, would …', 'publication_info': {'summary': '466 SE 2d 837, 266 Ga. 353 - Ga: Supreme Court, 1996 - Google Scholar', 'authors': [{'name': '466 SE 2d 837'}, {'name': '266 Ga. 353'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=vVsaYtR8NZ8J', 'cited_by': {'total': 48, 'link': 'https://scholar.google.com/scholar?cites=11472212877417012157&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '11472212877417012157', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=11472212877417012157&engine=google_scholar&hl=en&num=20'}}}"
Smith v. Forrester,"https://scholar.google.com/scholar_case?case=11475050771783395504&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 10, 'title': 'Smith v. Forrester', 'result_id': 'sKi4J-GRP58J', 'link': 'https://scholar.google.com/scholar_case?case=11475050771783395504&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… to allege civil trespass and conspiracy to commit civil trespass, apparently … unidentified tract of land in Jackson County, Georgia, and a … v. Pope, supra at 50 (1); Bennett v. Rewis, 212 Ga …', 'publication_info': {'summary': '274 SE 2d 101, 156 Ga. App. 79 - Ga: Court of Appeals, 1980 - Google Scholar', 'authors': [{'name': '274 SE 2d 101'}, {'name': '156 Ga. App. 79'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=sKi4J-GRP58J', 'cited_by': {'total': 6, 'link': 'https://scholar.google.com/scholar?cites=11475050771783395504&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '11475050771783395504', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=11475050771783395504&engine=google_scholar&hl=en&num=20'}}}"
Pye v. State,"https://scholar.google.com/scholar_case?case=15692654192105155363&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 1, 'title': 'Pye v. State', 'result_id': 'I-t4L9iBx9kJ', 'link': 'https://scholar.google.com/scholar_case?case=15692654192105155363&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… judge may judicially notice, without receiving evidence, that the procedure has been … See also Lattarulo v. State, 261 Ga … was not novel, and has been widely accepted in Georgia courts …', 'publication_info': {'summary': '505 SE 2d 4, 269 Ga. 779 - Ga: Supreme Court, 1998 - Google Scholar', 'authors': [{'name': '505 SE 2d 4'}, {'name': '269 Ga. 779'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=I-t4L9iBx9kJ', 'cited_by': {'total': 95, 'link': 'https://scholar.google.com/scholar?cites=15692654192105155363&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '15692654192105155363', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=15692654192105155363&engine=google_scholar&hl=en&num=20'}}}"
Gordon v. Gillespie,"https://scholar.google.com/scholar_case?case=1329900306571962915&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 2, 'title': 'Gordon v. Gillespie', 'result_id': 'I6rnX0jBdBIJ', 'link': 'https://scholar.google.com/scholar_case?case=1329900306571962915&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… Court of Appeals of Georgia … Section 15 (c) of the Civil Practice Act (Ga … This Section is now an exact duplicate of Rule 15 (c) of the Federal Rules of Civil Procedure as amended in 1966 …', 'publication_info': {'summary': '217 SE 2d 628, 135 Ga. App. 369 - Ga: Court of Appeals, 1975 - Google Scholar', 'authors': [{'name': '217 SE 2d 628'}, {'name': '135 Ga. App. 369'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=I6rnX0jBdBIJ', 'cited_by': {'total': 28, 'link': 'https://scholar.google.com/scholar?cites=1329900306571962915&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '1329900306571962915', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=1329900306571962915&engine=google_scholar&hl=en&num=20'}}}"
Byrd v. Shaffer,"https://scholar.google.com/scholar_case?case=7783338835523140611&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 3, 'title': 'Byrd v. Shaffer', 'result_id': 'A_zb2W75A2wJ', 'link': 'https://scholar.google.com/scholar_case?case=7783338835523140611&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… with respect to a prior guilty plea than a petitioner in his civil habeas action … [Cits.]"" Gaither v. Gibby, 267 Ga … Thus, the logical import of Nash is to return Georgia to the proper pre-Boykin …', 'publication_info': {'summary': '523 SE 2d 875, 271 Ga. 691 - Ga: Supreme Court, 1999 - Google Scholar', 'authors': [{'name': '523 SE 2d 875'}, {'name': '271 Ga. 691'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=A_zb2W75A2wJ', 'cited_by': {'total': 8, 'link': 'https://scholar.google.com/scholar?cites=7783338835523140611&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '7783338835523140611', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=7783338835523140611&engine=google_scholar&hl=en&num=20'}}}"
Harley-Davidson Motor Co. v. Daniel,"https://scholar.google.com/scholar_case?case=5959316456579201949&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 4, 'title': 'Harley-Davidson Motor Co. v. Daniel', 'result_id': 'nfuKUr6-s1IJ', 'link': 'https://scholar.google.com/scholar_case?case=5959316456579201949&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… Wright & Graham, Federal Practice and Procedure: Evidence § 5037 … 5th Cir., 1971) (affirming the district court of the middle district of Georgia). Thus, the subsequent repair doctrine, Ga …', 'publication_info': {'summary': '260 SE 2d 20, 244 Ga. 284 - Ga: Supreme Court, 1979 - Google Scholar', 'authors': [{'name': '260 SE 2d 20'}, {'name': '244 Ga. 284'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=nfuKUr6-s1IJ', 'cited_by': {'total': 105, 'link': 'https://scholar.google.com/scholar?cites=5959316456579201949&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '5959316456579201949', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=5959316456579201949&engine=google_scholar&hl=en&num=20'}}}"
Plaza Properties v. PRIME BUSINESS,"https://scholar.google.com/scholar_case?case=1272649873992556030&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 5, 'title': 'Plaza Properties v. PRIME BUSINESS', 'result_id': '_p3FTlFcqREJ', 'link': 'https://scholar.google.com/scholar_case?case=1272649873992556030&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… [4] Wright and Miller, Federal Practice and Procedure, Vol. 9A, § 2472 (1995). Accord Gregory, Georgia Civil Practice, § 6-11, p. 505 (2nd ed.1997). [5] Davie v. State, 265 Ga …', 'publication_info': {'summary': '538 SE 2d 51, 273 Ga. 97 - Ga: Supreme Court, 2000 - Google Scholar', 'authors': [{'name': '538 SE 2d 51'}, {'name': '273 Ga. 97'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=_p3FTlFcqREJ', 'cited_by': {'total': 18, 'link': 'https://scholar.google.com/scholar?cites=1272649873992556030&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '1272649873992556030', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=1272649873992556030&engine=google_scholar&hl=en&num=20'}}}"
Uniroyal Goodrich Tire Co. v. Ford,"https://scholar.google.com/scholar_case?case=5638161970306097779&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 6, 'title': 'Uniroyal Goodrich Tire Co. v. Ford', 'result_id': 'cyI2knDGPk4J', 'link': 'https://scholar.google.com/scholar_case?case=5638161970306097779&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… OCGA § 9-11-42, as part of the Civil Practice Act, governs the … and it would achieve the end which the Georgia Constitution mandates as … See Douglas County v. Abercrombie, 226 Ga …', 'publication_info': {'summary': '461 SE 2d 877, 218 Ga. App. 248 - Ga: Court of Appeals, 1995 - Google Scholar', 'authors': [{'name': '461 SE 2d 877'}, {'name': '218 Ga. App. 248'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=cyI2knDGPk4J', 'cited_by': {'total': 42, 'link': 'https://scholar.google.com/scholar?cites=5638161970306097779&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '5638161970306097779', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=5638161970306097779&engine=google_scholar&hl=en&num=20'}}}"
Sharpe v. Department of Transp.,"https://scholar.google.com/scholar_case?case=18357232857943891264&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 7, 'title': 'Sharpe v. Department of Transp.', 'result_id': 'QN3fBAb-wf4J', 'link': 'https://scholar.google.com/scholar_case?case=18357232857943891264&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… to the long-standing distinction recognized in Georgia between a … jury.\' [Cit.]"" (Emphasis in original.) Mable v. State, 261 Ga … underlying the distinction applies equally to civil cases and …', 'publication_info': {'summary': '476 SE 2d 722, 267 Ga. 267 - Ga: Supreme Court, 1996 - Google Scholar', 'authors': [{'name': '476 SE 2d 722'}, {'name': '267 Ga. 267'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=QN3fBAb-wf4J', 'cited_by': {'total': 65, 'link': 'https://scholar.google.com/scholar?cites=18357232857943891264&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '18357232857943891264', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=18357232857943891264&engine=google_scholar&hl=en&num=20'}}}"
"General Motors, LLC v. Buchanan","https://scholar.google.com/scholar_case?case=8572100096939279256&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 8, 'title': 'General Motors, LLC v. Buchanan', 'result_id': 'mEMoCZ839nYJ', 'link': 'https://scholar.google.com/scholar_case?case=8572100096939279256&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… case law interpreting the Federal Rules of Civil Procedure as persuasive authority, see Bowden, 297 Ga. at 291 n.5, 773 SE2d 692, where the language of a Georgia statute deviates …', 'publication_info': {'summary': '874 SE 2d 52, 313 Ga. 811 - Ga: Supreme Court, 2022 - Google Scholar', 'authors': [{'name': '874 SE 2d 52'}, {'name': '313 Ga. 811'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=mEMoCZ839nYJ', 'cited_by': {'total': 27, 'link': 'https://scholar.google.com/scholar?cites=8572100096939279256&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '8572100096939279256', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=8572100096939279256&engine=google_scholar&hl=en&num=20'}, 'versions': {'total': 2, 'link': 'https://scholar.google.com/scholar?cluster=8572100096939279256&hl=en&num=20&as_sdt=4,11', 'cluster_id': '8572100096939279256', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=4%2C11&cluster=8572100096939279256&engine=google_scholar&hl=en&num=20'}}}"
English v. Milby,"https://scholar.google.com/scholar_case?case=7572218099128237843&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 9, 'title': 'English v. Milby', 'result_id': 'E39S6D3sFWkJ', 'link': 'https://scholar.google.com/scholar_case?case=7572218099128237843&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… Code Ann. § 81A-101 (Ga. L. 1966, pp. 609, 610) 9 provides that the Civil Practice Act ""governs the procedure in all courts of record of the State of Georgia in all suits of a civil nature …', 'publication_info': {'summary': '209 SE 2d 603, 233 Ga. 7 - Ga: Supreme Court, 1974 - Google Scholar', 'authors': [{'name': '209 SE 2d 603'}, {'name': '233 Ga. 7'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=E39S6D3sFWkJ', 'cited_by': {'total': 20, 'link': 'https://scholar.google.com/scholar?cites=7572218099128237843&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '7572218099128237843', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=7572218099128237843&engine=google_scholar&hl=en&num=20'}}}"
State v. INTERNATIONAL KEYSTONE KNIGHTS,"https://scholar.google.com/scholar_case?case=16300636329010448450&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 10, 'title': 'State v. INTERNATIONAL KEYSTONE KNIGHTS', 'result_id': 'Qsh-c2B-N-IJ', 'link': 'https://scholar.google.com/scholar_case?case=16300636329010448450&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… 1) was meant to ""reduce the massive caseload of Georgia\'s appellate courts … More recently, in Selke v. Carson, 295 Ga … administrative appeals of layoffs to the county civil service board …', 'publication_info': {'summary': '788 SE 2d 455, 299 Ga. 392 - Ga: Supreme Court, 2016 - Google Scholar', 'authors': [{'name': '788 SE 2d 455'}, {'name': '299 Ga. 392'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=Qsh-c2B-N-IJ', 'cited_by': {'total': 60, 'link': 'https://scholar.google.com/scholar?cites=16300636329010448450&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '16300636329010448450', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=16300636329010448450&engine=google_scholar&hl=en&num=20'}, 'versions': {'total': 2, 'link': 'https://scholar.google.com/scholar?cluster=16300636329010448450&hl=en&num=20&as_sdt=4,11', 'cluster_id': '16300636329010448450', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=4%2C11&cluster=16300636329010448450&engine=google_scholar&hl=en&num=20'}}}"
Hutchins v. State,"https://scholar.google.com/scholar_case?case=10458668572490041854&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 1, 'title': 'Hutchins v. State', 'result_id': '_onPfqenJJEJ', 'link': 'https://scholar.google.com/scholar_case?case=10458668572490041854&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… [Cit.]"" However, this principle has never been applied in Georgia where ""the … See Langlands v. State, 282 Ga … 2007) (""`The ""law of the case"" doctrine is not confined to civil cases, but …', 'publication_info': {'summary': '667 SE 2d 589, 284 Ga. 395 - Ga: Supreme Court, 2008 - Google Scholar', 'authors': [{'name': '667 SE 2d 589'}, {'name': '284 Ga. 395'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=_onPfqenJJEJ', 'cited_by': {'total': 12, 'link': 'https://scholar.google.com/scholar?cites=10458668572490041854&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '10458668572490041854', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=10458668572490041854&engine=google_scholar&hl=en&num=20'}, 'versions': {'total': 3, 'link': 'https://scholar.google.com/scholar?cluster=10458668572490041854&hl=en&num=20&as_sdt=4,11', 'cluster_id': '10458668572490041854', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=4%2C11&cluster=10458668572490041854&engine=google_scholar&hl=en&num=20'}}}"
"Baxter v. Fairfield Financial Services, Inc.","https://scholar.google.com/scholar_case?case=16550401319813336870&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 2, 'title': 'Baxter v. Fairfield Financial Services, Inc.', 'result_id': 'Jk-hBVDWruUJ', 'link': 'https://scholar.google.com/scholar_case?case=16550401319813336870&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '704 SE2d 423 (2010). 307 Ga … v. Baxter, et al., Civil Action File No … are correct, however, they cannot show that they were fraudulently induced to enter the Guaranties under Georgia law …', 'publication_info': {'summary': '704 SE 2d 423, 307 Ga. App. 286 - Ga: Court of Appeals, 2010 - Google Scholar', 'authors': [{'name': '704 SE 2d 423'}, {'name': '307 Ga. App. 286'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=Jk-hBVDWruUJ', 'cited_by': {'total': 65, 'link': 'https://scholar.google.com/scholar?cites=16550401319813336870&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '16550401319813336870', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=16550401319813336870&engine=google_scholar&hl=en&num=20'}, 'versions': {'total': 2, 'link': 'https://scholar.google.com/scholar?cluster=16550401319813336870&hl=en&num=20&as_sdt=4,11', 'cluster_id': '16550401319813336870', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=4%2C11&cluster=16550401319813336870&engine=google_scholar&hl=en&num=20'}}}"
Ambles v. State,"https://scholar.google.com/scholar_case?case=10647577716535679803&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 3, 'title': 'Ambles v. State', 'result_id': 'O1t5GIXLw5MJ', 'link': 'https://scholar.google.com/scholar_case?case=10647577716535679803&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… the Privileges and Immunities Clause of the Georgia Constitution of … See, eg, Stoker v. Wood, 161 Ga … & Young, Treatise on Constitutional Law Substance and Procedure, § 15.4 (1986) …', 'publication_info': {'summary': '383 SE 2d 555, 259 Ga. 406 - Ga: Supreme Court, 1989 - Google Scholar', 'authors': [{'name': '383 SE 2d 555'}, {'name': '259 Ga. 406'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=O1t5GIXLw5MJ', 'cited_by': {'total': 87, 'link': 'https://scholar.google.com/scholar?cites=10647577716535679803&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '10647577716535679803', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=10647577716535679803&engine=google_scholar&hl=en&num=20'}}}"
Nat. Bank of Ga. v. Merritt,"https://scholar.google.com/scholar_case?case=15444260958639370090&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 4, 'title': 'Nat. Bank of Ga. v. Merritt', 'result_id': 'ai8iwoMJVdYJ', 'link': 'https://scholar.google.com/scholar_case?case=15444260958639370090&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… Court of Appeals of Georgia … Co., 212 Ga … proper if it is made before the expiration of the period prescribed by the rule."" 8 Wright and Miller, Federal Practice & Procedure: Civil § 2257, p …', 'publication_info': {'summary': '202 SE 2d 193, 130 Ga. App. 85 - Ga: Court of Appeals, 1973 - Google Scholar', 'authors': [{'name': '202 SE 2d 193'}, {'name': '130 Ga. App. 85'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=ai8iwoMJVdYJ', 'cited_by': {'total': 31, 'link': 'https://scholar.google.com/scholar?cites=15444260958639370090&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '15444260958639370090', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=15444260958639370090&engine=google_scholar&hl=en&num=20'}}}"
