Case Name,Location,JSON
State v. Young,"https://scholar.google.com/scholar_case?case=3932918069281947842&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 10, 'title': 'State v. Young', 'result_id': 'wgBEgiWIlDYJ', 'link': 'https://scholar.google.com/scholar_case?case=3932918069281947842&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… by actions based upon a claimed violation of their civil rights by … repeal Chapter 27-3 of the Code of Georgia relating to … warrants; to repeal conflicting laws; and for other purposes."" Ga …', 'publication_info': {'summary': '216 SE 2d 586, 234 Ga. 488, 234 Ga. App. 488 - Ga: Supreme Court, 1975 - Google Scholar', 'authors': [{'name': '216 SE 2d 586'}, {'name': '234 Ga. 488'}, {'name': '234 Ga. App. 488'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=wgBEgiWIlDYJ', 'cited_by': {'total': 279, 'link': 'https://scholar.google.com/scholar?cites=3932918069281947842&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '3932918069281947842', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=3932918069281947842&engine=google_scholar&hl=en&num=20'}}}"
Cameron v. Lang,"https://scholar.google.com/scholar_case?case=3523151217185719163&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 1, 'title': 'Cameron v. Lang', 'result_id': 'ewNXll2_5DAJ', 'link': 'https://scholar.google.com/scholar_case?case=3523151217185719163&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… performed discretionary acts with ""actual intent to cause injury""); see also Sommerfield v. Blue Cross & Blue Shield of Georgia, 235 Ga.App. 375, 377, 509 SE2d 100 (1998) (in directing …', 'publication_info': {'summary': '549 SE 2d 341, 274 Ga. 122 - Ga: Supreme Court, 2001 - Google Scholar', 'authors': [{'name': '549 SE 2d 341'}, {'name': '274 Ga. 122'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=ewNXll2_5DAJ', 'cited_by': {'total': 348, 'link': 'https://scholar.google.com/scholar?cites=3523151217185719163&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '3523151217185719163', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=3523151217185719163&engine=google_scholar&hl=en&num=20'}}}"
"Ogden Equipment Co. v. Talmadge Farms, Inc.","https://scholar.google.com/scholar_case?case=1290947801580548521&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 2, 'title': 'Ogden Equipment Co. v. Talmadge Farms, Inc.', 'result_id': 'qbHHkC9e6hEJ', 'link': 'https://scholar.google.com/scholar_case?case=1290947801580548521&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '232 Ga … Supreme Court of Georgia … matter in abatement."" 6 Moore\'s Federal Practice 2437, § 56.15[8]. See also 10 Wright and Miller, Federal Practice and Procedure: Civil 402-403 …', 'publication_info': {'summary': '208 SE 2d 459, 232 Ga. 614 - Ga: Supreme Court, 1974 - Google Scholar', 'authors': [{'name': '208 SE 2d 459'}, {'name': '232 Ga. 614'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=qbHHkC9e6hEJ', 'cited_by': {'total': 85, 'link': 'https://scholar.google.com/scholar?cites=1290947801580548521&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '1290947801580548521', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=1290947801580548521&engine=google_scholar&hl=en&num=20'}}}"
Wright v. Wright,"https://scholar.google.com/scholar_case?case=8863321371739847262&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 3, 'title': 'Wright v. Wright', 'result_id': 'Xnqu5NPXAHsJ', 'link': 'https://scholar.google.com/scholar_case?case=8863321371739847262&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… CIVIL ACTION FILE NUMBER 97-CV-134-A … [Signature] _____ Clerk, Superior Court, Barrow County, Georgia … Compare Crenshaw v. Crenshaw, 267 Ga …', 'publication_info': {'summary': '509 SE 2d 902, 270 Ga. 229 - Ga: Supreme Court, 1998 - Google Scholar', 'authors': [{'name': '509 SE 2d 902'}, {'name': '270 Ga. 229'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=Xnqu5NPXAHsJ', 'cited_by': {'total': 13, 'link': 'https://scholar.google.com/scholar?cites=8863321371739847262&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '8863321371739847262', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=8863321371739847262&engine=google_scholar&hl=en&num=20'}}}"
Bergmann v. McCullough,"https://scholar.google.com/scholar_case?case=7407341272573890781&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 4, 'title': 'Bergmann v. McCullough', 'result_id': '3VDbQaQpzGYJ', 'link': 'https://scholar.google.com/scholar_case?case=7407341272573890781&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… XIV of the Georgia Constitution provide for effective assistance of counsel for … charged with a criminal offense, not participants in a civil dispute … Haynes v. City of Lake City, 136 Ga.App …', 'publication_info': {'summary': '461 SE 2d 544, 218 Ga. App. 353 - Ga: Court of Appeals, 1995 - Google Scholar', 'authors': [{'name': '461 SE 2d 544'}, {'name': '218 Ga. App. 353'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=3VDbQaQpzGYJ', 'cited_by': {'total': 22, 'link': 'https://scholar.google.com/scholar?cites=7407341272573890781&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '7407341272573890781', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=7407341272573890781&engine=google_scholar&hl=en&num=20'}}}"
Georgia Investment Co. v. Norman,"https://scholar.google.com/scholar_case?case=8200193702150477199&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 5, 'title': 'Georgia Investment Co. v. Norman', 'result_id': 'jxUTwrnwzHEJ', 'link': 'https://scholar.google.com/scholar_case?case=8200193702150477199&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… by this appeal is whether the Civil Practice Act and particularly section 161 23 of such Act, Ga … The Federal Rules of Civil Procedure, from which the Georgia Civil Practice Act was …', 'publication_info': {'summary': '190 SE 2d 48, 229 Ga. 160 - Ga: Supreme Court, 1972 - Google Scholar', 'authors': [{'name': '190 SE 2d 48'}, {'name': '229 Ga. 160'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=jxUTwrnwzHEJ', 'cited_by': {'total': 31, 'link': 'https://scholar.google.com/scholar?cites=8200193702150477199&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '8200193702150477199', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=8200193702150477199&engine=google_scholar&hl=en&num=20'}}}"
Crane v. Cheeley,"https://scholar.google.com/scholar_case?case=9930517314836398163&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 6, 'title': 'Crane v. Cheeley', 'result_id': 'U4CwOuJI0IkJ', 'link': 'https://scholar.google.com/scholar_case?case=9930517314836398163&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '605 SE2d 824 (2004). 270 Ga … Court of Appeals of Georgia … and his agents, defendants Kathy Poteat, David Poteat, and Primary Mortgage, such lawsuits given Civil Action File Nos …', 'publication_info': {'summary': '605 SE 2d 824, 270 Ga. App. 126 - Ga: Court of Appeals, 2004 - Google Scholar', 'authors': [{'name': '605 SE 2d 824'}, {'name': '270 Ga. App. 126'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=U4CwOuJI0IkJ', 'cited_by': {'total': 9, 'link': 'https://scholar.google.com/scholar?cites=9930517314836398163&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '9930517314836398163', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=9930517314836398163&engine=google_scholar&hl=en&num=20'}}}"
"Rainier Holdings, Inc. v. Tatum","https://scholar.google.com/scholar_case?case=15266669992716257381&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 7, 'title': 'Rainier Holdings, Inc. v. Tatum', 'result_id': 'Zcj32ngb3tMJ', 'link': 'https://scholar.google.com/scholar_case?case=15266669992716257381&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '622 SE2d 86 (2005). 275 Ga. App. 878. RAINIER HOLDINGS, INC. et al. v. TATUM. No. A05A1808. Court of Appeals of Georgia. October 17, 2005. 87 …', 'publication_info': {'summary': '622 SE 2d 86, 275 Ga. App. 878 - Ga: Court of Appeals, 2005 - Google Scholar', 'authors': [{'name': '622 SE 2d 86'}, {'name': '275 Ga. App. 878'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=Zcj32ngb3tMJ', 'cited_by': {'total': 11, 'link': 'https://scholar.google.com/scholar?cites=15266669992716257381&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '15266669992716257381', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=15266669992716257381&engine=google_scholar&hl=en&num=20'}}}"
Waits v. Gil,"https://scholar.google.com/scholar_case?case=10245842707298514635&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 8, 'title': 'Waits v. Gil', 'result_id': 'y_YNUaiLMI4J', 'link': 'https://scholar.google.com/scholar_case?case=10245842707298514635&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… Although the Complaint listed a correct address in Jonesboro, Georgia for defendant Gil … I]na civil case[,] the … different standard from one represented by counsel."" Long v. Marion, 257 Ga …', 'publication_info': {'summary': '501 SE 2d 303, 232 Ga. App. 186 - Ga: Court of Appeals, 1998 - Google Scholar', 'authors': [{'name': '501 SE 2d 303'}, {'name': '232 Ga. App. 186'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=y_YNUaiLMI4J', 'cited_by': {'total': 8, 'link': 'https://scholar.google.com/scholar?cites=10245842707298514635&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '10245842707298514635', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=10245842707298514635&engine=google_scholar&hl=en&num=20'}}}"
Roberson v. Gnann,"https://scholar.google.com/scholar_case?case=11497240262141944537&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 9, 'title': 'Roberson v. Gnann', 'result_id': '2SJKehpnjp8J', 'link': 'https://scholar.google.com/scholar_case?case=11497240262141944537&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '508 SE2d 480 (1998). 235 Ga. App … Court of Appeals of Georgia … claims against Roberson and Woodall for legal malpractice, money had and received, conversion, fraud, and civil RICO …', 'publication_info': {'summary': '508 SE 2d 480, 235 Ga. App. 112 - Ga: Court of Appeals, 1998 - Google Scholar', 'authors': [{'name': '508 SE 2d 480'}, {'name': '235 Ga. App. 112'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=2SJKehpnjp8J', 'cited_by': {'total': 19, 'link': 'https://scholar.google.com/scholar?cites=11497240262141944537&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '11497240262141944537', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=11497240262141944537&engine=google_scholar&hl=en&num=20'}}}"
Mitchell County Hosp. Auth. v. Joiner,"https://scholar.google.com/scholar_case?case=10370025993282937412&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 10, 'title': 'Mitchell County Hosp. Auth. v. Joiner', 'result_id': 'RGIyubK76Y8J', 'link': 'https://scholar.google.com/scholar_case?case=10370025993282937412&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… as to the Hospital Authority."" Joiner v. Mitchell County Hospital Authority, 125 Ga … was duly licensed to practice medicine in Georgia just a … Section 56 of our Civil Practice Act (Code Ann …', 'publication_info': {'summary': '189 SE 2d 412, 229 Ga. 140 - Ga: Supreme Court, 1972 - Google Scholar', 'authors': [{'name': '189 SE 2d 412'}, {'name': '229 Ga. 140'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=RGIyubK76Y8J', 'cited_by': {'total': 250, 'link': 'https://scholar.google.com/scholar?cites=10370025993282937412&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '10370025993282937412', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=10370025993282937412&engine=google_scholar&hl=en&num=20'}}}"
McDonough &c. Co. v. McLendon &c. Co.,"https://scholar.google.com/scholar_case?case=4201338797711594599&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 1, 'title': 'McDonough &c. Co. v. McLendon &c. Co.', 'result_id': 'Z5SqemAnTjoJ', 'link': 'https://scholar.google.com/scholar_case?case=4201338797711594599&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… with Rule 56 of the Federal Rules of Practice and Procedure, 28 USCA … to its construction."" See also E. Freeman Leverett, Comments on the Georgia Civil Practice Act of 1966, 3 Ga …', 'publication_info': {'summary': '250 SE 2d 424, 242 Ga. 510 - Ga: Supreme Court, 1978 - Google Scholar', 'authors': [{'name': '250 SE 2d 424'}, {'name': '242 Ga. 510'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=Z5SqemAnTjoJ', 'cited_by': {'total': 38, 'link': 'https://scholar.google.com/scholar?cites=4201338797711594599&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '4201338797711594599', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=4201338797711594599&engine=google_scholar&hl=en&num=20'}}}"
Ford Motor Co. v. Conley,"https://scholar.google.com/scholar_case?case=8230422863755917785&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 2, 'title': 'Ford Motor Co. v. Conley', 'result_id': '2bls6fxVOHIJ', 'link': 'https://scholar.google.com/scholar_case?case=8230422863755917785&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… [12] OCGA § 9-11-26(b)(2), which was added to the Georgia Civil Practice Act in 1972, see Ga … p. 510, § 1, tracks an amendment to the Federal Rules of Civil Procedure enacted in …', 'publication_info': {'summary': '757 SE 2d 20, 294 Ga. 530 - Ga: Supreme Court, 2014 - Google Scholar', 'authors': [{'name': '757 SE 2d 20'}, {'name': '294 Ga. 530'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=2bls6fxVOHIJ', 'cited_by': {'total': 56, 'link': 'https://scholar.google.com/scholar?cites=8230422863755917785&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '8230422863755917785', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=8230422863755917785&engine=google_scholar&hl=en&num=20'}, 'versions': {'total': 2, 'link': 'https://scholar.google.com/scholar?cluster=8230422863755917785&hl=en&num=20&as_sdt=4,11', 'cluster_id': '8230422863755917785', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=4%2C11&cluster=8230422863755917785&engine=google_scholar&hl=en&num=20'}}}"
Wright Associates v. Rieder,"https://scholar.google.com/scholar_case?case=11918603814610038944&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 3, 'title': 'Wright Associates v. Rieder', 'result_id': 'oHBynAVjZ6UJ', 'link': 'https://scholar.google.com/scholar_case?case=11918603814610038944&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… of the risk and comparative negligence, were included in the original Civil Practice Act … Ga … Under a workers\' compensation ""statutory employer"" provision, such as Georgia\'s Code Ann …', 'publication_info': {'summary': '277 SE 2d 41, 247 Ga. 496 - Ga: Supreme Court, 1981 - Google Scholar', 'authors': [{'name': '277 SE 2d 41'}, {'name': '247 Ga. 496'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=oHBynAVjZ6UJ', 'cited_by': {'total': 92, 'link': 'https://scholar.google.com/scholar?cites=11918603814610038944&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '11918603814610038944', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=11918603814610038944&engine=google_scholar&hl=en&num=20'}}}"
Wells v. Stynchcombe,"https://scholar.google.com/scholar_case?case=4218020252649746161&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 4, 'title': 'Wells v. Stynchcombe', 'result_id': '8W6XXhJriToJ', 'link': 'https://scholar.google.com/scholar_case?case=4218020252649746161&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… burglary and the conviction was appealed to the Court of Appeals of Georgia where his … discharge of the appellant on the original burglary warrant by the Civil Court of … v. Harley, 100 Ga …', 'publication_info': {'summary': '200 SE 2d 745, 231 Ga. 199 - Ga: Supreme Court, 1973 - Google Scholar', 'authors': [{'name': '200 SE 2d 745'}, {'name': '231 Ga. 199'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=8W6XXhJriToJ', 'cited_by': {'total': 12, 'link': 'https://scholar.google.com/scholar?cites=4218020252649746161&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '4218020252649746161', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=4218020252649746161&engine=google_scholar&hl=en&num=20'}}}"
Daker v. Ray,"https://scholar.google.com/scholar_case?case=18071664258460522237&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 5, 'title': 'Daker v. Ray', 'result_id': '_ZapMeVyy_oJ', 'link': 'https://scholar.google.com/scholar_case?case=18071664258460522237&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '563 SE2d 429 (2002). 275 Ga. 205. DAKER v. RAY et al. No. S02A0682. Supreme Court of Georgia. April 29, 2002. Reconsideration Denied May 28, 2002. Waseem A. Daker, pro se …', 'publication_info': {'summary': '563 SE 2d 429, 275 Ga. 205 - Ga: Supreme Court, 2002 - Google Scholar', 'authors': [{'name': '563 SE 2d 429'}, {'name': '275 Ga. 205'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=_ZapMeVyy_oJ', 'cited_by': {'total': 16, 'link': 'https://scholar.google.com/scholar?cites=18071664258460522237&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '18071664258460522237', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=18071664258460522237&engine=google_scholar&hl=en&num=20'}}}"
"Wilkes & McHugh, PA v. LTC CONSULTING","https://scholar.google.com/scholar_case?case=16723035538294800066&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 6, 'title': 'Wilkes & McHugh, PA v. LTC CONSULTING', 'result_id': 'wn5LOjgoFOgJ', 'link': 'https://scholar.google.com/scholar_case?case=16723035538294800066&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': ""… below, is very similar to the text of Georgia's revised anti … v. Ortho Sport & Spine Physicians Savannah, LLC, 305 Ga … SE2d 206 (2019) (looking to Federal Rule of Civil Procedure 12 (f …"", 'publication_info': {'summary': '830 SE 2d 119, 306 Ga. 252 - Ga: Supreme Court, 2019 - Google Scholar', 'authors': [{'name': '830 SE 2d 119'}, {'name': '306 Ga. 252'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=wn5LOjgoFOgJ', 'cited_by': {'total': 53, 'link': 'https://scholar.google.com/scholar?cites=16723035538294800066&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '16723035538294800066', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=16723035538294800066&engine=google_scholar&hl=en&num=20'}, 'versions': {'total': 2, 'link': 'https://scholar.google.com/scholar?cluster=16723035538294800066&hl=en&num=20&as_sdt=4,11', 'cluster_id': '16723035538294800066', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=4%2C11&cluster=16723035538294800066&engine=google_scholar&hl=en&num=20'}}}"
Abercrombie v. Ledbetter-Johnson Co.,"https://scholar.google.com/scholar_case?case=15483287597175482511&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 7, 'title': 'Abercrombie v. Ledbetter-Johnson Co.', 'result_id': 'jyjbIAmw39YJ', 'link': 'https://scholar.google.com/scholar_case?case=15483287597175482511&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… this 379 court rendered its decision after the effective date of the Georgia Civil Practice Act … be feasible or would work injustice, in which event the former procedure applies."" Ga …', 'publication_info': {'summary': '157 SE 2d 493, 116 Ga. App. 376 - Ga: Court of Appeals, 1967 - Google Scholar', 'authors': [{'name': '157 SE 2d 493'}, {'name': '116 Ga. App. 376'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=jyjbIAmw39YJ', 'cited_by': {'total': 30, 'link': 'https://scholar.google.com/scholar?cites=15483287597175482511&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '15483287597175482511', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=15483287597175482511&engine=google_scholar&hl=en&num=20'}}}"
Leader Nat. Ins. Co. v. KEMP & SON.,"https://scholar.google.com/scholar_case?case=11508467336669027760&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 8, 'title': 'Leader Nat. Ins. Co. v. KEMP & SON.', 'result_id': 'sN1XdxFKtp8J', 'link': 'https://scholar.google.com/scholar_case?case=11508467336669027760&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… 76602. Court of Appeals of Georgia … ""The standard of review of the trial court\'s denial of a motion for directed verdict in a civil case is … Sav. &c. Assn. of Waycross v. Connell, 166 Ga. App …', 'publication_info': {'summary': '375 SE 2d 231, 189 Ga. App. 115 - Ga: Court of Appeals, 1988 - Google Scholar', 'authors': [{'name': '375 SE 2d 231'}, {'name': '189 Ga. App. 115'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=sN1XdxFKtp8J', 'cited_by': {'total': 17, 'link': 'https://scholar.google.com/scholar?cites=11508467336669027760&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '11508467336669027760', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=11508467336669027760&engine=google_scholar&hl=en&num=20'}}}"
McCarty v. National Life &c. Ins. Co.,"https://scholar.google.com/scholar_case?case=7900772649172229972&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 9, 'title': 'McCarty v. National Life &c. Ins. Co.', 'result_id': 'VF8IRd0upW0J', 'link': 'https://scholar.google.com/scholar_case?case=7900772649172229972&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… in Georgia R. &c. Co. v. Harris, 1 Ga. App. 714, 717 (57 SE 1076), and Radcliffe v. Maddox, 45 Ga. App. 676, 682, 683 (165 SE 841), which holds: ""In neither criminal nor civil cases is it …', 'publication_info': {'summary': '129 SE 2d 408, 107 Ga. App. 178 - Ga: Court of Appeals, 1962 - Google Scholar', 'authors': [{'name': '129 SE 2d 408'}, {'name': '107 Ga. App. 178'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=VF8IRd0upW0J', 'cited_by': {'total': 160, 'link': 'https://scholar.google.com/scholar?cites=7900772649172229972&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '7900772649172229972', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=7900772649172229972&engine=google_scholar&hl=en&num=20'}}}"
Allen v. State,"https://scholar.google.com/scholar_case?case=14569957717770357904&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 10, 'title': 'Allen v. State', 'result_id': 'kMwpcFnjMsoJ', 'link': 'https://scholar.google.com/scholar_case?case=14569957717770357904&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… As the Supreme Court of Georgia stated in Wilson v. State, 69 … laws of the land, and not otherwise."" Finnegan v. State, 57 Ga … All of us, the public officer and the civil rights demonstrator …', 'publication_info': {'summary': '137 SE 2d 711, 110 Ga. App. 56, 110 Ga. 56 - Ga: Court of Appeals, 1964 - Google Scholar', 'authors': [{'name': '137 SE 2d 711'}, {'name': '110 Ga. App. 56'}, {'name': '110 Ga. 56'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=kMwpcFnjMsoJ', 'cited_by': {'total': 96, 'link': 'https://scholar.google.com/scholar?cites=14569957717770357904&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '14569957717770357904', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=14569957717770357904&engine=google_scholar&hl=en&num=20'}}}"
Dubois v. Brantley,"https://scholar.google.com/scholar_case?case=10348358381038672666&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11","{'position': 1, 'title': 'Dubois v. Brantley', 'result_id': 'Ghs_nh7BnI8J', 'link': 'https://scholar.google.com/scholar_case?case=10348358381038672666&q=georgia+civil+pro+se&hl=en&num=20&as_sdt=4,11', 'snippet': '… Rule 702(b) applies in civil cases generally, including cases involving professional … because the Court of Appeals, Dr. Brantley, and Southeast Georgia Health are … See Deal, 294 Ga …', 'publication_info': {'summary': '775 SE 2d 512, 297 Ga. 575 - Ga: Supreme Court, 2015 - Google Scholar', 'authors': [{'name': '775 SE 2d 512'}, {'name': '297 Ga. 575'}]}, 'inline_links': {'serpapi_cite_link': 'https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=Ghs_nh7BnI8J', 'cited_by': {'total': 45, 'link': 'https://scholar.google.com/scholar?cites=10348358381038672666&as_sdt=80005&sciodt=4,11&hl=en&num=20', 'cites_id': '10348358381038672666', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=80005&cites=10348358381038672666&engine=google_scholar&hl=en&num=20'}, 'versions': {'total': 2, 'link': 'https://scholar.google.com/scholar?cluster=10348358381038672666&hl=en&num=20&as_sdt=4,11', 'cluster_id': '10348358381038672666', 'serpapi_scholar_link': 'https://serpapi.com/search.json?as_sdt=4%2C11&cluster=10348358381038672666&engine=google_scholar&hl=en&num=20'}}}"
