Case Name,Case Number,Court,Judicial Officer,Date Filed,Case Type,Case Status,Plaintiff,Petitioner,Defendent,Compensation,Date Served,Path,Citations,Chronology
"Guy J. CARRIER and Jacquelyn Carrier, Plaintiffs, v. Tim JORDAAN and Aventure, Catamarans, Limited, Defendants",civil action cv208-068,"District Court, S.D. Georgia",Lisa G. Wood,"{'argued': '2008-10-17', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2542190/carrier-v-jordaan/,"['714 F. Supp. 2d 1204', '2008 U.S. Dist. LEXIS 114596', '2008 WL 7861308']",
"Robert Keith ABEL, Plaintiff, v. Harley LAPPIN, Director Federal Bureau of Prisons, Et Al., Defendants",civil action cv207-88,"District Court, S.D. Georgia",Anthony A. Alaimo,"{'argued': '2009-09-24', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2409732/abel-v-lappin/,"['661 F. Supp. 2d 1361', '2009 U.S. Dist. LEXIS 87987', '2009 WL 3055275']",
"William G. BOLES and Sandra R. Boles, Plaintiffs, v. U.S. DEPARTMENT OF the INTERIOR, Federal Fish & Wildlife Service, and Harris Neck Wildlife Refuge, Defendants",civil action cv207-87,"District Court, S.D. Georgia",Anthony A. Alaimo,"{'argued': '2008-06-09', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2531718/boles-v-us-department-of-the-interior/,"['558 F. Supp. 2d 1314', '2008 U.S. Dist. LEXIS 45242']",
"Ralph SMITH, Petitioner, v. Jose VAZQUEZ, Respondent",civil action cv206-275,"District Court, S.D. Georgia","Alaimo, Graham","{'argued': '2007-06-05', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2527291/smith-v-vazquez/,"['491 F. Supp. 2d 1165', '2007 U.S. Dist. LEXIS 40704', '2007 WL 1624645']",
"United States v. Robert James APPLING, pro se", 185-134 (in re cr182-41),"District Court, S.D. Georgia",Alaimo,"{'argued': '1985-08-12', 'reargued': None}",civ. a. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8899946/united-states-v-appling/,"['615 F. Supp. 387', '1985 U.S. Dist. LEXIS 16913']",
"AQUA LOG, INC., a Georgia Corporation, Plaintiff/Salvor, v. LOST AND ABANDONED PRE-CUT LOGS AND RAFTS OF LOGS Lying on the Bottom of a Navigable River Within One (1) Nautical Mile of a Point Located at 31° 38.939' North Latitude and 81° 47.650' West Longitude, in Rem Defendant. State of Georgia, Interested Party",civil action cv207-036,"District Court, S.D. Georgia",Lisa G. Wood,"{'argued': '2008-10-21', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2356620/aqua-log-inc-v-lost-abandoned-pre-cut-logs-rafts-of-logs/,"['584 F. Supp. 2d 1367', '2008 U.S. Dist. LEXIS 84429', '2008 WL 4657877']",
"Stuart PATRAY, Terry Patray, Plaintiffs, v. NORTHWEST PUBLISHING, INC., Et Al., Defendants",civil action 696-52,"District Court, S.D. Georgia",Edenfield,"{'argued': '1996-06-13', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2346581/patray-v-northwest-publishing-inc/,"['931 F. Supp. 865', '1996 U.S. Dist. LEXIS 8649']",
"Matthew WASHINGTON, Plaintiff, v. A.A. ALAIMO, Judge; Avant Edenfield, Chief Judge; Dudley H. Bowen, Jr., Judge; William T. Moore, Jr., Judge; W. Owens, Judge; James E. Graham, Magistrate Judge; C.W. Hicks, Jr., Magistrate Judge, Defendants",civil action cv695-104,"District Court, S.D. Georgia",Moore,"{'argued': '1996-05-17', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1955921/washington-v-alaimo/,"['934 F. Supp. 1395', '1996 U.S. Dist. LEXIS 11235', '1996 WL 449927']",
"Joel BEATTY, Plaintiff, v. UNITED STATES FOOD AND DRUG ADMINISTRATION and David A. Kessler, M.D., Commissioner of Food and Drug Administration, Defendants",civ. a. cv297-24,"District Court, S.D. Georgia",Alaimo,"{'argued': '1997-09-24', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2498964/beatty-v-united-states-food-drug-administration/,"['12 F. Supp. 2d 1339', '1997 U.S. Dist. LEXIS 22773', '1997 WL 913050']",
"Jonathan SMITH Streamline Logistics, LLC Betty Padgett B & L Express, Inc. John L. Darnell, Jr. Henry Edwards and Linda J. Fifield, individually and on behalf of others similarly situated v. GEORGIA ENERGY USA, LLC Georgia Petro USA, LLC Fairley Cisco Cisco Oil, Inc Cisco Travel Plaza, Inc. Cisco Travel Plaza, Inc. II United Fuel, Inc. Kuldeep S. Sekhon Althea Cisco Shave Tammy Cisco Walker Jack Ghazi Kingsland Management, LLC Kingsland Management II, LLC Georgia Petro II USA, LLC Biju Abraham and Global Energy USA, LLC", cv208-20,"District Court, S.D. Georgia",Alaimo,"{'argued': '2009-08-10', 'reargued': None}",civil action ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8772627/smith-v-georgia-energy-usa-llc/,"['259 F.R.D. 684', '2009 U.S. Dist. LEXIS 69812', '2009 WL 2486896']",
Danielle J. CLARK v. J. Raymond CLARK, cv290-508,"District Court, S.D. Georgia",Alaimo,"{'argued': '1997-01-29', 'reargued': None}",civil action ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8749029/clark-v-clark/,"['969 F. Supp. 1319', '1997 U.S. Dist. LEXIS 9410', '1997 WL 370851']",
"William T. IRWIN, Plaintiff, v. J. Michael QUINLAN, Et Al., Defendants",civ. a. 291-05,"District Court, S.D. Georgia",Alaimo,"{'argued': '1992-05-14', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1503269/irwin-v-quinlan/,"['791 F. Supp. 301', '1992 WL 105637']",
Duane R. OLSON v. Vic LOY, cv296-034,"District Court, S.D. Georgia",Alaimo,"{'argued': '1996-10-23', 'reargued': None}",civil action ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8744271/olson-v-loy/,"['951 F. Supp. 225', '1996 U.S. Dist. LEXIS 19206', '1996 WL 738751']",
"Harry TELFAIR, Plaintiff, v. Thomas GILBERG, and Oscar Gaines, Defendants",civ. a. 493-310,"District Court, S.D. Georgia",Edenfield,"{'argued': '1994-10-24', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2149002/telfair-v-gilberg/,"['868 F. Supp. 1396', '1994 U.S. Dist. LEXIS 16494', '1994 WL 653518']",
"Thad BROWN, Plaintiff, v. David THOMPSON, C. Vinueza, Jack Davis, and Dr. Miller, Defendants",civ. a. 493-319,"District Court, S.D. Georgia",Edenfield,"{'argued': '1994-10-17', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2148482/brown-v-thompson/,"['868 F. Supp. 326', '1994 U.S. Dist. LEXIS 16485', '1994 WL 653516']",
Charles T. MUNGIN v. Doris S. STEPHENS and Rachelle L. Strausner, cv495-050,"District Court, S.D. Georgia",Alaimo,"{'argued': '1995-11-07', 'reargued': None}",civ. a. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/9047009/mungin-v-stephens/,"['164 F.R.D. 275', '1995 U.S. Dist. LEXIS 19557', '1995 WL 775377']",
"Carlzell WRIGHT v. David THOMPSON, Warden Mr. Lopez, Deputy Warden Capt. Williams Ofc. Woodard Dr. Vinueza Nurse Jinks and Nurse James", 494-203,"District Court, S.D. Georgia",Edenfield,"{'argued': '1995-02-17', 'reargued': None}",civ. a. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8730607/wright-v-thompson/,"['883 F. Supp. 724', '1995 U.S. Dist. LEXIS 4865', '1995 WL 223265']",
Tyrone BROOKS v. GEORGIA STATE BOARD OF ELECTIONS, 288-146,"District Court, S.D. Georgia","Bowen, Edenfield, Kravitch","{'argued': '1990-06-25', 'reargued': None}",civ. a. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8712396/brooks-v-georgia-state-board-of-elections/,['790 F. Supp. 1156'],
"Jeffrey L. THOMAS v. KRUEGER RINGIER, INC.", cv192-106,"District Court, S.D. Georgia",Bowen,"{'argued': '1994-02-07', 'reargued': None}",civ. a. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8723491/thomas-v-krueger-ringier-inc/,"['846 F. Supp. 1002', '1994 U.S. Dist. LEXIS 3418', '1994 WL 96754']",
"John Thomas ANGLIN, Jr., Petitioner, v. Calvin E. GREEN, Warden, and Michael J. Bowers, Attorney General, Respondents",civ. a. cv485-120,"District Court, S.D. Georgia",Bowen,"{'argued': '1986-06-27', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1746027/anglin-v-green/,"['639 F. Supp. 490', '1986 U.S. Dist. LEXIS 23503']",
"United States v. Bill R. BARKER, Andrei Lee Royster, Jaromir William John, Hugh Dean Mingo, Charles Niles, Charlie T. Janes, Sr., Allen Dale Nowland, Jorge Arturo Borjas Del Cid, Bobby Riley, Jr., and John and Jane Does 3-10", cv 298-143,"District Court, S.D. Georgia",Nangle,"{'argued': '1998-09-25', 'reargued': None}",,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/9053336/united-states-v-barker/,"['182 F.R.D. 661', '1998 U.S. Dist. LEXIS 15363', '1998 WL 677190']",
"Johnny TRUITT, Petitioner, v. Thomas JONES, Et Al., Respondents",civ. a. 181-11,"District Court, S.D. Georgia",Bowen,"{'argued': '1985-06-11', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2141431/truitt-v-jones/,"['614 F. Supp. 1342', '1985 U.S. Dist. LEXIS 19013']",
In re Errol Ricardo BIZZARD, 482-534,"District Court, S.D. Georgia",Bowen,"{'argued': '1983-03-21', 'reargued': None}",civ. a. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8893747/in-re-bizzard/,"['559 F. Supp. 507', '12 Fed. R. Serv. 1636', '1983 U.S. Dist. LEXIS 18387']",
"Frank B. HUBBY, M.D., Plaintiff, v. HISTORIC SAVANNAH FOUNDATION, INC.; Georgia Endowment for the Humanities, Inc.; Georgia Semiquincentenary Commission, Defendants",civ. a. 483-066,"District Court, S.D. Georgia",Alaimo,"{'argued': '1985-01-17', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1514212/hubby-v-historic-savannah-foundation-inc/,"['623 F. Supp. 637', '1985 U.S. Dist. LEXIS 23327']",
"Tyrone BROOKS, Et Al., Plaintiffs, v. STATE BOARD OF ELECTIONS, Et Al., Defendants, and Donald Cheeks, Et Al., Intervenors",civ. a. cv288-146,"District Court, S.D. Georgia",Edenfield,"{'argued': '1994-03-07', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1742998/brooks-v-state-board-of-elections/,"['848 F. Supp. 1548', '1994 U.S. Dist. LEXIS 3272', '1994 WL 90619']",
"Arthur Lamar BELL, Plaintiff, v. Joseph S. HOPPER, Cecil Nail, Jim Wharton, and E. B. Caldwell, Defendants",civ. a. 478-71,"District Court, S.D. Georgia",Bowen,"{'argued': '1981-03-26', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1429808/bell-v-hopper/,"['511 F. Supp. 452', '1981 U.S. Dist. LEXIS 11690']",
"Davida JOHNSON Pam Burke Henry Zittrouer George Deloach and George Seaton v. Zell MILLER, and Lucious Abrams, Jr., Intervenors-Defendants, and United States of America, Intervenor-Defendant", 194-008,"District Court, S.D. Georgia","Bowen, Edenfield, Edmondson","{'argued': '1994-09-12', 'reargued': None}",civ. a. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8726915/johnson-v-miller/,"['864 F. Supp. 1354', '1994 U.S. Dist. LEXIS 13043', '1994 WL 506780']",
"UNITED STATES of America, Plaintiff, v. FLEET FACTORS CORPORATION, Clifford Horowitz, and Murray Newton, Defendants; FLEET FACTORS CORPORATION, Third-Party Plaintiff, v. Robert KOLODNEY, as Trustee Bankruptcy of Swainsboro Print Works, Inc., Third-Party Defendant",civ. a. cv687-070,"District Court, S.D. Georgia",Bowen,"{'argued': '1993-04-23', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1965300/united-states-v-fleet-factors-corp/,"['819 F. Supp. 1079', '1993 WL 130539']",
"Tyrone BROOKS, Et Al., Plaintiffs, v. GEORGIA STATE BOARD OF ELECTIONS, Et Al., Defendants",cv 288-146,"District Court, S.D. Georgia","Kravitch, Edenfield, Bowen","{'argued': '1992-04-22', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1879577/brooks-v-georgia-state-board-of-elections/,"['790 F. Supp. 1156', '1992 U.S. Dist. LEXIS 6030', '1992 WL 89161']",
"UNITED STATES of America, Plaintiff, v. FLEET FACTORS CORPORATION, Clifford Horowitz, and Murray Newton, Et Al., Defendants",civ. a. cv687-070,"District Court, S.D. Georgia",Bowen,"{'argued': '1993-05-12', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1510350/united-states-v-fleet-factors-corp/,"['821 F. Supp. 707', '23 Envtl. L. Rep. (Envtl. Law Inst.) 20961', '37 ERC (BNA) 1495', '1993 U.S. Dist. LEXIS 6564', '1993 WL 156633']",
"Leroy CARVER v. James D. WHARTON, Warden", cv 581-29,"District Court, S.D. Georgia",Alaimo,"{'argued': '1982-01-26', 'reargued': None}",civ. a. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8891467/carver-v-wharton/,"['532 F. Supp. 512', '1982 U.S. Dist. LEXIS 12119']",
"Rudolph HEARD, Plaintiff, v. E. B. CALDWELL, Warden, Georgia State Prison, Reidsville, Georgia, Defendant",civ. a. 3142,"District Court, S.D. Georgia",Lawrence,"{'argued': '1973-10-01', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2259178/heard-v-caldwell/,"['364 F. Supp. 419', '1973 U.S. Dist. LEXIS 11679']",
"UNITED STATES of America, Plaintiff, v. Bill R. BARKER, Andrei Lee Royster, Jaromir William John, Hugh Dean Mingo, Charles Niles, Charlie T. Janes, Sr., Allen Dale Nowland, Jorge Arturo Borjas Del Cid, Bobby Riley, Jr., and John and Jane Does # 3-10, Defendants",cv 298-143,"District Court, S.D. Georgia",Nangle,"{'argued': '1998-08-26', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2530400/united-states-v-barker/,"['19 F. Supp. 2d 1380', '1998 U.S. Dist. LEXIS 15344', '1998 WL 677164']",
"Frank CARTER, Plaintiff, v. Warren INGALLS, Defendant; Frank CARTER, Plaintiff, v. John WELDON, Defendant; Frank CARTER, Plaintiff, v. Allen BAKER, Defendant","civ. a. 483-267, 483-433 and 483-434","District Court, S.D. Georgia",Bowen,"{'argued': '1983-10-06', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2593404/carter-v-ingalls/,"['576 F. Supp. 834', '1983 U.S. Dist. LEXIS 12968']",
"Samuel G. MEGGS v. James E. BEST, Defendant Paul Edmund GRAY v. James E. BEST",civ. a. nos. cv183-36-42 and cv183-43-44,"District Court, S.D. Georgia",Bowen,"{'argued': '1983-04-22', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8894107/meggs-v-best/,"['561 F. Supp. 1229', '1983 U.S. Dist. LEXIS 17483']",
"Amanda HEINISCH, Individually and on behalf of her Minor child, K.S. v. Alex CHRISTOPHER BERNARDINI, Rebecca G. Crowe, Bryan County, Georgia", cv414-221,"District Court, S.D. Georgia",Smith,"{'argued': '2015-01-12', 'reargued': None}",case ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7311465/heinisch-v-christopher-bernardini/,"['79 F. Supp. 3d 1329', '2015 U.S. Dist. LEXIS 3218', '2015 WL 159058']",
Rashad KAREEM v. HOME SOURCE RENTAL, cv413-265,"District Court, S.D. Georgia",Smith,"{'argued': '2013-12-09', 'reargued': None}",case ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8730142/kareem-v-home-source-rental/,"['986 F. Supp. 2d 1345', '2013 WL 6407484', '2013 U.S. Dist. LEXIS 173038']",
"Tyrone BROOKS, Et Al., Plaintiffs, v. STATE BOARD OF ELECTIONS, Et Al., Defendants, Donald Cheeks, Et Al., Intervenors",cv 288-146,"District Court, S.D. Georgia","Kravitch, Edenfield, Bowen","{'argued': '1993-11-02', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2255193/brooks-v-state-board-of-elections/,"['838 F. Supp. 601', '1993 U.S. Dist. LEXIS 15648', '1993 WL 452657']",
"Michael J. CESARONI, Jr., and James L. Drake, Jr., Trustee v. United States", cv483-497,"District Court, S.D. Georgia",Edenfield,"{'argued': '1985-04-09', 'reargued': None}",,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8900897/cesaroni-v-united-states/,"['624 F. Supp. 613', '1988 A.M.C. 1513', '1985 U.S. Dist. LEXIS 20923']",
"Cathy S. CONAWAY, individually and in her capacity as the Conservator of Betty L. Sanks, and Sanks Enterprises, Inc., Movant v. H & R BLOCK EASTERN ENTERPRISES, INC.",mc416-011,"District Court, S.D. Georgia","Georgia, Smith, Southern","{'argued': '2017-02-15', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7324680/conaway-v-h-r-block-eastern-enterprises-inc/,"['240 F. Supp. 3d 1353', '2017 WL 626759', '2017 U.S. Dist. LEXIS 21210']",
"James Burney COOK v. S. Lamont SMITH, Warden, Georgia State Prison", 2512,"District Court, S.D. Georgia",Lawrence,"{'argued': '1969-08-15', 'reargued': None}",civ. a. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8790308/cook-v-smith/,"['303 F. Supp. 90', '1969 U.S. Dist. LEXIS 10272']",
"John Wesley GAY v. S. Lamont SMITH, Warden, Georgia State Prison", 713,"District Court, S.D. Georgia",Lawrence,"{'argued': '1968-11-29', 'reargued': None}",civ. a. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8785472/gay-v-smith/,"['294 F. Supp. 265', '1968 U.S. Dist. LEXIS 7992']",
James Charles DIXON v. United States, 708,"District Court, S.D. Georgia",Lawrence,"{'argued': '1968-10-17', 'reargued': None}",civ. a. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8785610/dixon-v-united-states/,"['294 F. Supp. 1159', '1968 U.S. Dist. LEXIS 8048']",
"Charlie ROBERSON v. Lamont SMITH, Warden, Georgia State Prison, Reidsville, Georgia", 2375,"District Court, S.D. Georgia",Lawrence,"{'argued': '1968-10-07', 'reargued': None}",civ. a. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8785527/roberson-v-smith/,"['294 F. Supp. 640', '1968 U.S. Dist. LEXIS 8016']",
"Thomas PHILLIPS v. S. Lamont SMITH, Warden, Georgia State Prison", 2398,"District Court, S.D. Georgia",Lawrence,"{'argued': '1969-06-04', 'reargued': None}",civ. a. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8788914/phillips-v-smith/,"['300 F. Supp. 130', '1969 U.S. Dist. LEXIS 8396']",
"Steven WILLIAMS, Plaintiff, v. Angela GRANT, Mental Health Director; Lieutenant Morales; And Four Unknown Prison Guards, Defendants",cv408-203,"District Court, S.D. Georgia",G.R. Smith,"{'argued': '2009-07-06', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1745426/williams-v-grant/,"['639 F. Supp. 2d 1377', '2009 U.S. Dist. LEXIS 71915', '2009 WL 2390521']",
"MILLER CONSTRUCTION EQUIPMENT SALES, INC. v. CLARK EQUIPMENT COMPANY d/b/a Doosan Infracore Construction Equipment of America, JCB, Inc., Interested Party", mc415-013,"District Court, S.D. Georgia","Georgia, Smith, Southern","{'argued': '2015-08-21', 'reargued': None}",case ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7315132/miller-construction-equipment-sales-inc-v-clark-equipment-co/,"['123 F. Supp. 3d 1377', '2015 U.S. Dist. LEXIS 111644', '2015 WL 5016504']",
"Jefferson W. KELLER, III, Individually and D/B/A Century 21 Jeff Keller Realty, Plaintiff, v. GREATER AUGUSTA ASSOCIATION OF REALTORS, INC., a Georgia Corporation, Defendant",civil action cv 110-050,"District Court, S.D. Georgia",J. Randal Hall,"{'argued': '2011-01-12', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2475690/keller-v-greater-augusta-assn-of-realtors-inc/,"['760 F. Supp. 2d 1373', '2011 U.S. Dist. LEXIS 2864', '2011 WL 108726']",
"Amanda HEINISCH, individually and on behalf of her minor child, K.S. v. Alex Christopher BERNARDINI and Rebecca G. Crowe, in her individual capacity", cv414-221,"District Court, S.D. Georgia","Georgia, Moore, Southern","{'argued': '2016-09-29', 'reargued': None}",case ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7322113/heinisch-v-bernardini/,"['211 F. Supp. 3d 1294', '2016 U.S. Dist. LEXIS 134476', '2016 WL 5661853']",
"BFS RETAIL & COMMERCIAL OPERATIONS, LLC, Plaintiff, v. Tony HARRELSON, Defendant",civil action cv507-032,"District Court, S.D. Georgia",Lisa G. Wood,"{'argued': '2009-05-07', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2471234/bfs-retail-commercial-operations-llc-v-harrelson/,"['701 F. Supp. 2d 1369', '2009 U.S. Dist. LEXIS 39285', '2009 WL 1292566']",
"Edward BARBER, Plaintiff, v. UNITED STATES ATTORNEY GENERAL, Et Al., Defendants",606cv090,"District Court, S.D. Georgia",Edenfield,"{'argued': '2006-11-02', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2568120/barber-v-united-states-attorney-general/,"['458 F. Supp. 2d 1378', '2006 U.S. Dist. LEXIS 80548', '2006 WL 3190349']",
"Octavio REYES-MORALES, Petitioner, v. Walt WELLS, Warden, Et Al., Respondents",cv 309-074,"District Court, S.D. Georgia",Dudley H. Bowen,"{'argued': '2011-01-19', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2470723/reyes-morales-v-wells/,"['766 F. Supp. 2d 1349', '2011 U.S. Dist. LEXIS 6218', '2011 WL 201636']",
Levon BAZEMORE v. United States, 4:11-cv-259; no. 4:91-cr-176,"District Court, S.D. Georgia",Edenfield,"{'argued': '2013-05-23', 'reargued': None}",,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8725478/bazemore-v-united-states/,"['946 F. Supp. 2d 1376', '2013 WL 2284890', '2013 U.S. Dist. LEXIS 73344']",
Alexander GRAHAM v. Brian OWENS, cv413-105,"District Court, S.D. Georgia",Smith,"{'argued': '2013-06-28', 'reargued': None}",case ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8726187/graham-v-owens/,"['951 F. Supp. 2d 1339', '2013 WL 3243551', '2013 U.S. Dist. LEXIS 91394']",
Clark A. HOUSTON v. ELAN FINANCIAL SERVICES,cv 214-119,"District Court, S.D. Georgia","Georgia, Southern, Wood","{'argued': '2015-09-24', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7316079/houston-v-elan-financial-services/,"['135 F. Supp. 3d 1375', '2015 U.S. Dist. LEXIS 128490', '2015 WL 5634626']",
Thomas W. SIKES v. UNITED STATES DEPARTMENT OF the NAVY,cv 316-074,"District Court, S.D. Georgia","Bowen, Stated","{'argued': '2019-01-02', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7334815/sikes-v-us-dept-of-the-navy/,['366 F. Supp. 3d 1357'],
Oliver C. LOADHOLT v. Dr. MOORE, cv 309-091,"District Court, S.D. Georgia",Bowen,"{'argued': '2012-01-25', 'reargued': None}",,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8713320/loadholt-v-moore/,"['844 F. Supp. 2d 1274', '2012 WL 243489', '2012 U.S. Dist. LEXIS 8733']",
"Robert A. SMITH v. Michael L. THURMOND, Commissioner of Georgia Department of Labor and Georgia Department of Natural Resources", cv510-026,"District Court, S.D. Georgia",Wood,"{'argued': '2010-11-22', 'reargued': None}",,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8714552/smith-v-thurmond/,"['854 F. Supp. 2d 1338', '2010 WL 8568128', '2010 U.S. Dist. LEXIS 144487']",
"UNITED STATES of America, ex rel. Ted WHITTEN v. COMMUNITY HEALTH SYSTEMS, INC., as successor to Triad Hospitals, Inc., as successor to Quorum Health Group, Inc., Quorum Health Resources, Inc., and Quorum Health Resources, LLC", cv202-189,"District Court, S.D. Georgia",Alaimo,"{'argued': '2008-08-05', 'reargued': None}",civil action ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8708904/united-states-ex-rel-whitten-v-community-health-systems-inc/,"['575 F. Supp. 2d 1367', '2008 U.S. Dist. LEXIS 94392']",
, cv202-189,"District Court, S.D. Georgia",Anthony A. Alaimo,"{'argued': '2008-08-05', 'reargued': None}",civil action ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2465577/us-ex-rel-whitten-v-community-health-systems/,['575 F. Supp. 2d 1367'],
"Robert SPRINKLE, Plaintiff, v. CITY OF DOUGLAS, GEORGIA, Clifford Thomas, in His Individual and Official Capacity, Olivia Pearson, in Her Individual and Official Capacity, Jackie Wilson, in Her Individual and Official Capacity, and Tony Paulk, in His Individual and Official Capacity, Defendants",civil action cv507-056,"District Court, S.D. Georgia",Lisa G. Wood,"{'argued': '2008-11-21', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2414481/sprinkle-v-city-of-douglas-ga/,"['621 F. Supp. 2d 1327', '14 Wage & Hour Cas.2d (BNA) 840', '2008 U.S. Dist. LEXIS 94893', '105 Fair Empl. Prac. Cas. (BNA) 1178', '2008 WL 4974818']",
Tyrone BROOKS v. STATE BOARD OF ELECTIONS, cv 288-146,"District Court, S.D. Georgia",Edenfield,"{'argued': '1997-06-06', 'reargued': None}",,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/9049299/brooks-v-state-board-of-elections/,"['173 F.R.D. 552', '1997 U.S. Dist. LEXIS 13759', '1997 WL 325385']",
"Guy J. CARRIER and Jacquelyn A. Carrier, Plaintiffs, v. Tim JORDAAN and Aventure Catamarans, Limited, Defendants",cv 208-068,"District Court, S.D. Georgia",Lisa Godbey Wood,"{'argued': '2010-09-22', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2469019/carrier-v-jordaan/,"['746 F. Supp. 2d 1341', '2010 U.S. Dist. LEXIS 99925', '2010 WL 3743649']",
Tyrone BROOKS v. STATE BOARD OF ELECTIONS 8238045705368926768, cv 288-146,"District Court, S.D. Georgia",Edenfield,"{'argued': '1997-03-20', 'reargued': None}",,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/9049298/brooks-v-state-board-of-elections/,"['173 F.R.D. 547', '1997 U.S. Dist. LEXIS 13715', '1997 WL 325373']",
