Case Name,Case Number,Court,Judicial Officer,Date Filed,Case Type,Case Status,Plaintiff,Petitioner,Defendent,Compensation,Date Served,Path,Citations,Chronology
"Jonathan SMITH Streamline Logistics, LLC Betty Padgett B & L Express, Inc. John L. Darnell, Jr. Henry Edwards and Linda J. Fifield, individually and on behalf of others similarly situated v. GEORGIA ENERGY USA, LLC Georgia Petro USA, LLC Fairley Cisco Cisco Oil, Inc Cisco Travel Plaza, Inc. Cisco Travel Plaza, Inc. II United Fuel, Inc. Kuldeep S. Sekhon Althea Cisco Shave Tammy Cisco Walker Jack Ghazi Kingsland Management, LLC Kingsland Management II, LLC Georgia Petro II USA, LLC Biju Abraham and Global Energy USA, LLC 2117028590836848994", cv208-20,"District Court, S.D. Georgia",Alaimo,"{'argued': '2009-08-10', 'reargued': None}",civil action ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8772627/smith-v-georgia-energy-usa-llc/,"['259 F.R.D. 684', '2009 U.S. Dist. LEXIS 69812', '2009 WL 2486896']",
"BFS RETAIL & COMMERCIAL OPERATIONS, LLC, Plaintiff, v. Tony HARRELSON, Defendant 5921054824524343432",civil action cv507-032,"District Court, S.D. Georgia",Lisa G. Wood,"{'argued': '2009-05-07', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2471234/bfs-retail-commercial-operations-llc-v-harrelson/,"['701 F. Supp. 2d 1369', '2009 U.S. Dist. LEXIS 39285', '2009 WL 1292566']",
Clark A. HOUSTON v. ELAN FINANCIAL SERVICES 2988742437638251879,cv 214-119,"District Court, S.D. Georgia","Georgia, Southern, Wood","{'argued': '2015-09-24', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7316079/houston-v-elan-financial-services/,"['135 F. Supp. 3d 1375', '2015 U.S. Dist. LEXIS 128490', '2015 WL 5634626']",
"Octavio REYES-MORALES, Petitioner, v. Walt WELLS, Warden, Et Al., Respondents 2543437087463779786",cv 309-074,"District Court, S.D. Georgia",Dudley H. Bowen,"{'argued': '2011-01-19', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2470723/reyes-morales-v-wells/,"['766 F. Supp. 2d 1349', '2011 U.S. Dist. LEXIS 6218', '2011 WL 201636']",
Duane R. OLSON v. Vic LOY 291907142582880880, cv296-034,"District Court, S.D. Georgia",Alaimo,"{'argued': '1996-10-23', 'reargued': None}",civil action ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8744271/olson-v-loy/,"['951 F. Supp. 225', '1996 U.S. Dist. LEXIS 19206', '1996 WL 738751']",
Danielle J. CLARK v. J. Raymond CLARK 2412026414274006826, cv290-508,"District Court, S.D. Georgia",Alaimo,"{'argued': '1997-01-29', 'reargued': None}",civil action ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8749029/clark-v-clark/,"['969 F. Supp. 1319', '1997 U.S. Dist. LEXIS 9410', '1997 WL 370851']",
"Gervin ROBERTSON, Plaintiff, v. GEORGIA DEPARTMENT OF CORRECTIONS, WAYCROSS PROBATION OFFICE, Defendant 6830044198435948857",cv588-130,"District Court, S.D. Georgia",Edenfield,"{'argued': '1989-07-06', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1406945/robertson-v-georgia-department-of-corrections-waycross-probation-office/,"['725 F. Supp. 533', '1989 U.S. Dist. LEXIS 8367', '50 Fair Empl. Prac. Cas. (BNA) 1804', '1989 WL 141399']",
"UNITED STATES of America, ex rel. Ted WHITTEN v. COMMUNITY HEALTH SYSTEMS, INC., as successor to Triad Hospitals, Inc., as successor to Quorum Health Group, Inc., Quorum Health Resources, Inc., and Quorum Health Resources, LLC 1428774634835687870", cv202-189,"District Court, S.D. Georgia",Alaimo,"{'argued': '2008-08-05', 'reargued': None}",civil action ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8708904/united-states-ex-rel-whitten-v-community-health-systems-inc/,"['575 F. Supp. 2d 1367', '2008 U.S. Dist. LEXIS 94392']",
Charles T. MUNGIN v. Doris S. STEPHENS and Rachelle L. Strausner 413825606554017164, cv495-050,"District Court, S.D. Georgia",Alaimo,"{'argued': '1995-11-07', 'reargued': None}",civ. a. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/9047009/mungin-v-stephens/,"['164 F.R.D. 275', '1995 U.S. Dist. LEXIS 19557', '1995 WL 775377']",
"Harry TELFAIR, Plaintiff, v. Thomas GILBERG, and Oscar Gaines, Defendants 2356367027110123955",civ. a. 493-310,"District Court, S.D. Georgia",Edenfield,"{'argued': '1994-10-24', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2149002/telfair-v-gilberg/,"['868 F. Supp. 1396', '1994 U.S. Dist. LEXIS 16494', '1994 WL 653518']",
Eugene FRENCH v. Alan CARTER 8742996938354483178, cv410-141,"District Court, S.D. Georgia",Smith,"{'argued': '2012-02-15', 'reargued': None}",case ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8711035/french-v-carter/,"['828 F. Supp. 2d 1309', '2012 WL 515255', '2012 U.S. Dist. LEXIS 19117']",
"Lisa McCOY, Petitioner, v. Kevin ROBERTS, Warden, Metro State Prison, Respondent 2528124152014573324",cv 306-101,"District Court, S.D. Georgia",Dudley H. Bowen,"{'argued': '2008-05-16', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2580804/mccoy-v-roberts/,"['559 F. Supp. 2d 1326', '2008 U.S. Dist. LEXIS 39813', '2008 WL 2097149']",
 6395793698132233525, cv202-189,"District Court, S.D. Georgia",Anthony A. Alaimo,"{'argued': '2008-08-05', 'reargued': None}",civil action ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2465577/us-ex-rel-whitten-v-community-health-systems/,['575 F. Supp. 2d 1367'],
"Carlzell WRIGHT v. David THOMPSON, Warden Mr. Lopez, Deputy Warden Capt. Williams Ofc. Woodard Dr. Vinueza Nurse Jinks and Nurse James 8395154288068374444", 494-203,"District Court, S.D. Georgia",Edenfield,"{'argued': '1995-02-17', 'reargued': None}",civ. a. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8730607/wright-v-thompson/,"['883 F. Supp. 724', '1995 U.S. Dist. LEXIS 4865', '1995 WL 223265']",
"James Patrick DENSMORE, Petitioner, v. UNITED STATES of America, Respondent 6105078984306419668",cv407-146,"District Court, S.D. Georgia","Moore, Smith","{'argued': '2008-02-25', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2464253/densmore-v-united-states/,"['543 F. Supp. 2d 1359', '2008 U.S. Dist. LEXIS 14269', '2008 WL 516189']",
"Frances and Thomas KENDRICK D/B/A Georgia Paint & Body Works, Plaintiff, v. CITY COUNCIL OF AUGUSTA, GEORGIA, Defendant 2644426259659909491",civ. a. 179-266,"District Court, S.D. Georgia",Bowen,"{'argued': '1981-06-19', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1578562/kendrick-v-city-council-of-augusta-ga/,"['516 F. Supp. 1134', '1981 U.S. Dist. LEXIS 12800']",
"Eddie BARTELS, Et Al., Plaintiffs, v. ALABAMA COMMERCIAL COLLEGE, Inc., D/B/A Riley Training Institutes of Savannah, Waycross, and Brunswick, Georgia, Richard Riley, Secretary, U.S. Department of Education, the Higher Education Assistance Foundation, and the Georgia Higher Education Assistance Corporation, and Student Loan Marketing Association, Defendants 6964042738922282357",civil action cv294-150,"District Court, S.D. Georgia",Alaimo,"{'argued': '1995-12-15', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1448278/bartels-v-alabama-commercial-college-inc/,"['918 F. Supp. 1565', '1995 WL 817207']",
"Johnny TRUITT, Petitioner, v. Thomas JONES, Et Al., Respondents 6157608128749095663",civ. a. 181-11,"District Court, S.D. Georgia",Bowen,"{'argued': '1985-06-11', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2141431/truitt-v-jones/,"['614 F. Supp. 1342', '1985 U.S. Dist. LEXIS 19013']",
In re Errol Ricardo BIZZARD 1994149739102860847, 482-534,"District Court, S.D. Georgia",Bowen,"{'argued': '1983-03-21', 'reargued': None}",civ. a. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8893747/in-re-bizzard/,"['559 F. Supp. 507', '12 Fed. R. Serv. 1636', '1983 U.S. Dist. LEXIS 18387']",
"John Thomas ANGLIN, Jr., Petitioner, v. Calvin E. GREEN, Warden, and Michael J. Bowers, Attorney General, Respondents 3167392088874557742",civ. a. cv485-120,"District Court, S.D. Georgia",Bowen,"{'argued': '1986-06-27', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1746027/anglin-v-green/,"['639 F. Supp. 490', '1986 U.S. Dist. LEXIS 23503']",
"AMERIS BANK, as assignee of The Federal Deposit Insurance Corporation, Receiver of Darby Bank and Trust Co. v. SB PARTNERS, LLC and Roy S. Shiver, Jr. 2121936086180751953",cv 614-097,"District Court, S.D. Georgia",Hall,"{'argued': '2016-01-04', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7317999/ameris-bank-ex-rel-federal-deposit-insurance-v-sb-partners-llc/,"['157 F. Supp. 3d 1356', '2016 U.S. Dist. LEXIS 5', '2016 WL 29224']",
United States v. Stacy Paul WADDELL 6501494769462805303, cr415-095,"District Court, S.D. Georgia",Smith,"{'argued': '2015-12-23', 'reargued': None}",case ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7317482/united-states-v-waddell/,"['151 F. Supp. 3d 1317', '2015 U.S. Dist. LEXIS 171219', '2015 WL 9311652']",
UNITED STATES of America v. Levon BAZEMORE 248760026605786914, cv 496-141,"District Court, S.D. Georgia",Edenfield,"{'argued': '1997-08-11', 'reargued': None}",cr 491-176. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1608672/united-states-v-bazemore/,"['973 F. Supp. 1475', '1997 U.S. Dist. LEXIS 12184', '1997 WL 464318']",
"Frank B. HUBBY, M.D., Plaintiff, v. HISTORIC SAVANNAH FOUNDATION, INC.; Georgia Endowment for the Humanities, Inc.; Georgia Semiquincentenary Commission, Defendants 2844857950520423159",civ. a. 483-066,"District Court, S.D. Georgia",Alaimo,"{'argued': '1985-01-17', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1514212/hubby-v-historic-savannah-foundation-inc/,"['623 F. Supp. 637', '1985 U.S. Dist. LEXIS 23327']",
"Davida JOHNSON Pam Burke Henry Zittrouer George Deloach and George Seaton v. Zell MILLER, and Lucious Abrams, Jr., Intervenors-Defendants, and United States of America, Intervenor-Defendant 36895747104817162", 194-008,"District Court, S.D. Georgia","Bowen, Edenfield, Edmondson","{'argued': '1994-09-12', 'reargued': None}",civ. a. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8726915/johnson-v-miller/,"['864 F. Supp. 1354', '1994 U.S. Dist. LEXIS 13043', '1994 WL 506780']",
"UNITED STATES of America, Plaintiff, v. FLEET FACTORS CORPORATION, Clifford Horowitz, and Murray Newton, Defendants; FLEET FACTORS CORPORATION, Third-Party Plaintiff, v. Robert KOLODNEY, as Trustee Bankruptcy of Swainsboro Print Works, Inc., Third-Party Defendant 5458956101595348201",civ. a. cv687-070,"District Court, S.D. Georgia",Bowen,"{'argued': '1993-04-23', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1965300/united-states-v-fleet-factors-corp/,"['819 F. Supp. 1079', '1993 WL 130539']",
"UNITED STATES of America, Plaintiff, v. FLEET FACTORS CORPORATION, Clifford Horowitz, and Murray Newton, Et Al., Defendants 7793961855494965902",civ. a. cv687-070,"District Court, S.D. Georgia",Bowen,"{'argued': '1993-05-12', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1510350/united-states-v-fleet-factors-corp/,"['821 F. Supp. 707', '23 Envtl. L. Rep. (Envtl. Law Inst.) 20961', '37 ERC (BNA) 1495', '1993 U.S. Dist. LEXIS 6564', '1993 WL 156633']",
"Mrs. E. Claire KNOX and Katherine Carroll as Administratrix of the Estate of Lucinda Knox, Plaintiffs, v. Nathaniel HAYES, Roland’s Bonded Warehouse, Inc., Providence Washington Insurance Co., and Continental Casualty Co., Defendants 7932808743202525658",civil action 494-147,"District Court, S.D. Georgia",Edenfield,"{'argued': '1995-04-24', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1742109/knox-v-hayes/,"['933 F. Supp. 1573', '1995 U.S. Dist. LEXIS 21290', '1995 WL 874979']",
"Kenneth C. FERRON, Plaintiff, v. Togo D. WEST, in His Official Capacity as Secretary of the Army, Defendant 4232106999845160110",cv 497-352,"District Court, S.D. Georgia",Edenfield,"{'argued': '1998-06-08', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2466060/ferron-v-west/,"['10 F. Supp. 2d 1363', '1998 U.S. Dist. LEXIS 9754', '1998 WL 354058']",
"Leroy CARVER v. James D. WHARTON, Warden 3648951016339394756", cv 581-29,"District Court, S.D. Georgia",Alaimo,"{'argued': '1982-01-26', 'reargued': None}",civ. a. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8891467/carver-v-wharton/,"['532 F. Supp. 512', '1982 U.S. Dist. LEXIS 12119']",
"Jeannette STEVENS v. SOUTHERN NUCLEAR OPERATING COMPANY, INC. 7990515992101325903",cv 114-240,"District Court, S.D. Georgia","Georgia, Hall, Southern","{'argued': '2016-08-30', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7321968/stevens-v-southern-nuclear-operating-co/,"['209 F. Supp. 3d 1372', '2016 U.S. Dist. LEXIS 116376', '2016 WL 4535662']",
"In Re FRIEDMAN’S INC., Et Al., Debtors. Alan Cohen, as Trustee of the Friedman’s Creditor Trust, Plaintiff, v. Morgan Schiff & Co., Inc., Phillip E. Cohen, Sterling Brinkley, Bradley J. Stinn, Victor M. Suglia, and Alston & Bird LLP, Defendants 5703292034423790247",407cv041,"District Court, S.D. Georgia",B. Avant Edenfield,"{'argued': '2008-04-16', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1834145/cohen-v-morgan-schiff-co-in-re-friedmans-inc/,"['394 B.R. 623', '2008 U.S. Dist. LEXIS 31262', '2008 WL 1758815']",
"Willie J. O’NEAL, Plaintiff, v. David C. EVANS, Commissioner, E. B. Caldwell, Deputy Commissioner, State Board of Corrections, Joe S. Hopper, Warden, Lt. L. Thigpen, Officer Boyette, Elton James, Assistant Warden, Defendants 2531896418774181152",civ. a. 477-95,"District Court, S.D. Georgia","Bowen, O'Neal","{'argued': '1980-09-10', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2350477/oneal-v-evans/,"['496 F. Supp. 867', '1980 U.S. Dist. LEXIS 13364']",
James Charles DIXON v. United States 2241066261695342770, 708,"District Court, S.D. Georgia",Lawrence,"{'argued': '1968-10-17', 'reargued': None}",civ. a. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8785610/dixon-v-united-states/,"['294 F. Supp. 1159', '1968 U.S. Dist. LEXIS 8048']",
"Deborah LEE v. Harold Paul CHRISTIAN, individually and in his official capacity as County Manager of Pierce County. Georgia Carl Boyette Tommy Lowman Tom Davis and Matthew Carter 5559681377796049792", cv 214-97,"District Court, S.D. Georgia",Wood,"{'argued': '2015-03-30', 'reargued': None}",,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7313017/lee-v-christian/,"['98 F. Supp. 3d 1265', '2015 U.S. Dist. LEXIS 40482', '126 Fair Empl. Prac. Cas. (BNA) 1262', '2015 WL 1505973']",
"ST. JOSEPH’S HOSPITAL, INC., Plaintiff, v. HOSPITAL AUTHORITY OF AMERICA, HCA Management Company, and Chatham County Hospital Authority, D/B/A Memorial Medical Center, Defendants 1202636116751335613",cv484-271,"District Court, S.D. Georgia",Edenfield,"{'argued': '1985-07-18', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1456402/st-josephs-hospital-inc-v-hospital-authority-of-america/,"['620 F. Supp. 814', '1985 U.S. Dist. LEXIS 17723']",
"Wendell A. JENIFER, Plaintiff, v. FLEMING, INGRAM & FLOYD, P.C., F/K/A Fleming, Blanchard, Jackson & Durham, P.C.; John Fleming; And William M. Fleming, Defendants 3857249505461966077",cv 106-139,"District Court, S.D. Georgia",Lisa Godbey Wood,"{'argued': '2008-01-25', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2485646/jenifer-v-fleming-ingram-floyd-pc/,"['552 F. Supp. 2d 1370', '2008 U.S. Dist. LEXIS 5492', '2008 WL 228059']",
"E. Raymond MOCK, Jr. v. CENTRAL MUTUAL INSURANCE COMPANY 4367849143988146653",cv 214-113,"District Court, S.D. Georgia",Wood,"{'argued': '2016-01-25', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7318089/mock-v-central-mutual-insurance/,"['158 F. Supp. 3d 1332', '2016 U.S. Dist. LEXIS 8390', '2016 WL 310945']",
"George C. JONES v. Dr. Allen L. AULT, Director of the Georgia Board of Correction and Offender Rehabilitation and Members thereof, and Joe S. Hopper, Warden, Georgia State Prison, Reidsville, Georgia, (two cases) 6705821815789480755","nos. cv474-279, cv474-293","District Court, S.D. Georgia",Lawrence,"{'argued': '1974-11-19', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8804300/jones-v-ault/,"['67 F.R.D. 124', '20 Fed. R. Serv. 2d 972', '1974 U.S. Dist. LEXIS 5710']",
"In Re FRIEDMAN’S INC., Et. Al., Debtors. Alan Cohen, as Trustee of the Friedman’s Creditor Trust, Plaintiff, v. Morgan Schiff & Co., Inc., Phillip E. Cohen, Sterling Brinkley, Bradley J. Stinn, Victor M. Suglia, and Alston & Bird LLP, Defendants 1740653187859650271",407cv041,"District Court, S.D. Georgia",B. Avant Edenfield,"{'argued': '2008-01-10', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1844802/cohen-v-morgan-schiff-co-in-re-friedmans-inc/,"['385 B.R. 381', '2008 U.S. Dist. LEXIS 2145', '2008 WL 131163']",
"Sheila Elaine NEVILLE, Plaintiff, v. CLASSIC GARDENS, Et Al., Defendants 603362809608976164",400cv190,"District Court, S.D. Georgia",Edenfield,"{'argued': '2001-01-17', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2472610/neville-v-classic-gardens/,"['141 F. Supp. 2d 1377', '2001 U.S. Dist. LEXIS 2634', '2001 WL 286910']",
"Maxi J. GORDON, Plaintiff, v. MCG HEALTH, INC., Defendant 3091009447501242526",cv 102-111,"District Court, S.D. Georgia",Bowen,"{'argued': '2003-12-15', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2511398/gordon-v-mcg-health-inc/,"['301 F. Supp. 2d 1333', '2003 U.S. Dist. LEXIS 23820', '2003 WL 23200391']",
Thomas Bradford SHAW v. United States 8998190362116289311, 2348,"District Court, S.D. Georgia",Lawrence,"{'argued': '1969-05-07', 'reargued': None}",civ. a. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8788065/shaw-v-united-states/,"['299 F. Supp. 824', '1969 U.S. Dist. LEXIS 8593']",
"William L. SCHNORBACH v. J. B. FUQUA, Individually, and Fuqua Television, Inc., a corporation, and Larry Bennett, Intervenors 8427327121154742877", 175-11,"District Court, S.D. Georgia",Alaimo,"{'argued': '1975-10-07', 'reargued': None}",civ. a. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8805441/schnorbach-v-fuqua/,"['70 F.R.D. 424', '21 Fed. R. Serv. 2d 924', '1975 U.S. Dist. LEXIS 15836']",
"William “Billy” MITCHELL, Petitioner, v. Joe S. HOPPER, Warden, Georgia State Prison, Respondent; Willie X. ROSS, Petitioner, v. Joe S. HOPPER, Warden, Georgia State Prison, Respondent; James Lee SPENCER, Petitioner, v. Walter D. ZANT, Warden, Georgia Diagnostic & Classification Center, Respondent 6114059105807665811","civ. a. cv478-132, cv478-162 and cv179-247","District Court, S.D. Georgia",Bowen,"{'argued': '1982-04-01', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2296055/mitchell-v-hopper/,['538 F. Supp. 77'],
"Betty SOWERS, Plaintiff, v. KEMIRA, INC., Defendant 8737551466866190583",cv487-170,"District Court, S.D. Georgia",Edenfield,"{'argued': '1988-02-17', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1474289/sowers-v-kemira-inc/,"['701 F. Supp. 809', '1988 U.S. Dist. LEXIS 1331', '46 Fair Empl. Prac. Cas. (BNA) 1825', '1988 WL 128707']",
"Joseph James BLAKE, Petitioner, v. Walter ZANT, Warden, Georgia Diagnostic and Classification Center, Respondent; Christopher A. BURGER, Petitioner, v. Walter B. ZANT, Warden, Georgia Diagnostic and Classification Center, Respondent; William Neal MOORE, Petitioner, v. Charles BALKCOM, Warden, Respondent 8725054057615102354","cv480-251, cv280-114 and cv478-309","District Court, S.D. Georgia",B. Avant Edenfield,"{'argued': '1981-04-29', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1612838/blake-v-zant/,"['513 F. Supp. 772', '1981 U.S. Dist. LEXIS 13559']",
Danielle J. CLARK v. J. Raymond CLARK 4296583319005648133, cv290-508,"District Court, S.D. Georgia",Alaimo,"{'argued': '1997-01-29', 'reargued': None}",civil action ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8749029/clark-v-clark/,"['969 F. Supp. 1319', '1997 U.S. Dist. LEXIS 9410', '1997 WL 370851']",
"AQUA LOG, INC., a Georgia Corporation, Plaintiff/Salvor, v. LOST AND ABANDONED PRE-CUT LOGS AND RAFTS OF LOGS Lying on the Bottom of a Navigable River Within One (1) Nautical Mile of a Point Located at 31° 38.939' North Latitude and 81° 47.650' West Longitude, in Rem Defendant. State of Georgia, Interested Party 536645475896875783",civil action cv207-036,"District Court, S.D. Georgia",Lisa G. Wood,"{'argued': '2008-10-21', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2356620/aqua-log-inc-v-lost-abandoned-pre-cut-logs-rafts-of-logs/,"['584 F. Supp. 2d 1367', '2008 U.S. Dist. LEXIS 84429', '2008 WL 4657877']",
In re CENTRAL OF GEORGIA RY. CO., 4829,"District Court, S.D. Georgia",Lovett,"{'argued': '1942-12-23', 'reargued': None}",,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8881381/in-re-central-of-georgia-ry-co/,"['48 F. Supp. 445', '1942 U.S. Dist. LEXIS 2078']",
"Robert Keith ABEL, Plaintiff, v. Harley LAPPIN, Director Federal Bureau of Prisons, Et Al., Defendants 295869624037697589",civil action cv207-88,"District Court, S.D. Georgia",Anthony A. Alaimo,"{'argued': '2009-09-24', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2409732/abel-v-lappin/,"['661 F. Supp. 2d 1361', '2009 U.S. Dist. LEXIS 87987', '2009 WL 3055275']",
"Ralph SMITH, Petitioner, v. Jose VAZQUEZ, Respondent 2893796610400494135",civil action cv206-275,"District Court, S.D. Georgia","Alaimo, Graham","{'argued': '2007-06-05', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2527291/smith-v-vazquez/,"['491 F. Supp. 2d 1165', '2007 U.S. Dist. LEXIS 40704', '2007 WL 1624645']",
"United States v. Robert James APPLING, pro se 7333270700562635568", 185-134 (in re cr182-41),"District Court, S.D. Georgia",Alaimo,"{'argued': '1985-08-12', 'reargued': None}",civ. a. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8899946/united-states-v-appling/,"['615 F. Supp. 387', '1985 U.S. Dist. LEXIS 16913']",
"Steven WILLIAMS, Plaintiff, v. Angela GRANT, Mental Health Director; Lieutenant Morales; And Four Unknown Prison Guards, Defendants 7950888645200220039",cv408-203,"District Court, S.D. Georgia",G.R. Smith,"{'argued': '2009-07-06', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1745426/williams-v-grant/,"['639 F. Supp. 2d 1377', '2009 U.S. Dist. LEXIS 71915', '2009 WL 2390521']",
"Edward BARBER, Plaintiff, v. UNITED STATES ATTORNEY GENERAL, Et Al., Defendants 4703541689213781692",606cv090,"District Court, S.D. Georgia",Edenfield,"{'argued': '2006-11-02', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2568120/barber-v-united-states-attorney-general/,"['458 F. Supp. 2d 1378', '2006 U.S. Dist. LEXIS 80548', '2006 WL 3190349']",
"William T. IRWIN, Plaintiff, v. J. Michael QUINLAN, Et Al., Defendants 861513942709469830",civ. a. 291-05,"District Court, S.D. Georgia",Alaimo,"{'argued': '1992-05-14', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1503269/irwin-v-quinlan/,"['791 F. Supp. 301', '1992 WL 105637']",
"Amanda HEINISCH, individually and on behalf of her minor child, K.S. v. Alex Christopher BERNARDINI and Rebecca G. Crowe, in her individual capacity 8689662497708498629", cv414-221,"District Court, S.D. Georgia","Georgia, Moore, Southern","{'argued': '2016-09-29', 'reargued': None}",case ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7322113/heinisch-v-bernardini/,"['211 F. Supp. 3d 1294', '2016 U.S. Dist. LEXIS 134476', '2016 WL 5661853']",
"Howard Joseph DAY v. Kenneth VAUGHN and James Springer, in their individual capacities 4226472165572030715", 6:14-cv-22,"District Court, S.D. Georgia",Edenfield,"{'argued': '2014-10-22', 'reargued': None}",,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7309624/day-v-vaughn/,"['56 F. Supp. 3d 1377', '2014 U.S. Dist. LEXIS 150192', '2014 WL 5369773']",
"Octavio REYES-MORALES, Petitioner, v. Walt WELLS, Warden, Et Al., Respondents 8892450963293368211",cv 309-074,"District Court, S.D. Georgia",Dudley H. Bowen,"{'argued': '2011-01-19', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2470723/reyes-morales-v-wells/,"['766 F. Supp. 2d 1349', '2011 U.S. Dist. LEXIS 6218', '2011 WL 201636']",
Duane R. OLSON v. Vic LOY 7104030584037315344, cv296-034,"District Court, S.D. Georgia",Alaimo,"{'argued': '1996-10-23', 'reargued': None}",civil action ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8744271/olson-v-loy/,"['951 F. Supp. 225', '1996 U.S. Dist. LEXIS 19206', '1996 WL 738751']",
Oliver C. LOADHOLT v. Dr. MOORE 1160519520581962192, cv 309-091,"District Court, S.D. Georgia",Bowen,"{'argued': '2012-01-25', 'reargued': None}",,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8713320/loadholt-v-moore/,"['844 F. Supp. 2d 1274', '2012 WL 243489', '2012 U.S. Dist. LEXIS 8733']",
Charles T. MUNGIN v. Doris S. STEPHENS and Rachelle L. Strausner 4253677470439081853, cv495-050,"District Court, S.D. Georgia",Alaimo,"{'argued': '1995-11-07', 'reargued': None}",civ. a. ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/9047009/mungin-v-stephens/,"['164 F.R.D. 275', '1995 U.S. Dist. LEXIS 19557', '1995 WL 775377']",
United States v. Stacy Paul WADDELL 6314481450044964390, cr415-095,"District Court, S.D. Georgia",Smith,"{'argued': '2015-12-23', 'reargued': None}",case ,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7317482/united-states-v-waddell/,"['151 F. Supp. 3d 1317', '2015 U.S. Dist. LEXIS 171219', '2015 WL 9311652']",
